Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,lat,lng
Venezuela (Bolivarian Republic of),Turmero,86,Moderate,1,Good,39,Good,2,Good,86,Moderate,10.2283,-67.4753
Philippines,Urbiztondo,119,Unhealthy for Sensitive Groups,2,Good,26,Good,6,Good,119,Unhealthy for Sensitive Groups,15.8227,120.3295
Romania,Vulcan,46,Good,1,Good,46,Good,0,Good,39,Good,45.3811,23.2914
United Kingdom of Great Britain and Northern Ireland,Sutton Coldfield,33,Good,1,Good,30,Good,1,Good,33,Good,52.563,-1.822
Japan,Tachikawa,83,Moderate,2,Good,21,Good,17,Good,83,Moderate,35.6942,139.4197
Brazil,Bariri,66,Moderate,1,Good,24,Good,1,Good,66,Moderate,-22.0744,-48.7403
United States of America,Bend,36,Good,1,Good,25,Good,2,Good,36,Good,44.0563,-121.3095
India,Bhilai,160,Unhealthy,3,Good,40,Good,5,Good,160,Unhealthy,21.3667,81.7167
India,Bhilai,160,Unhealthy,3,Good,40,Good,5,Good,160,Unhealthy,21.21,81.38
Spain,Bilbao,40,Good,1,Good,40,Good,0,Good,18,Good,43.2569,-2.9236
Brazil,Carira,21,Good,0,Good,21,Good,0,Good,13,Good,-10.3581,-37.7008
Philippines,Castillejos,102,Unhealthy for Sensitive Groups,1,Good,25,Good,3,Good,102,Unhealthy for Sensitive Groups,14.9333,120.2
United States of America,Cincinnati,46,Good,1,Good,46,Good,1,Good,39,Good,39.1413,-84.506
United States of America,Clermont,95,Moderate,1,Good,95,Moderate,1,Good,17,Good,28.5325,-81.7208
United States of America,Clermont,95,Moderate,1,Good,95,Moderate,1,Good,17,Good,49.3789,2.4125
United States of America,Kyle,30,Good,0,Good,24,Good,1,Good,30,Good,29.9932,-97.8852
United States of America,Lauderhill,35,Good,1,Good,35,Good,1,Good,28,Good,26.1605,-80.2241
United States of America,Miami Springs,35,Good,1,Good,35,Good,1,Good,31,Good,25.8195,-80.2894
Ecuador,Montecristi,56,Moderate,1,Good,23,Good,0,Good,56,Moderate,-1.05,-80.6667
Canada,Nanaimo,38,Good,1,Good,38,Good,1,Good,23,Good,49.1642,-123.9364
Poland,Nisko,65,Moderate,1,Good,46,Good,0,Good,65,Moderate,50.52,22.1394
France,Oignies,49,Good,1,Good,38,Good,1,Good,49,Good,50.4692,2.9936
Qatar,Doha,164,Unhealthy,1,Good,164,Unhealthy,2,Good,144,Unhealthy for Sensitive Groups,25.2867,51.5333
Germany,Altena,55,Moderate,1,Good,44,Good,0,Good,55,Moderate,51.3,7.6667
United Kingdom of Great Britain and Northern Ireland,Ashington,43,Good,1,Good,40,Good,0,Good,43,Good,55.181,-1.568
Russian Federation,Asino,31,Good,1,Good,18,Good,1,Good,31,Good,57.0,86.1333
Iran (Islamic Republic of),Astara,80,Moderate,1,Good,45,Good,0,Good,80,Moderate,38.4561,48.8786
Germany,Detmold,49,Good,1,Good,43,Good,0,Good,49,Good,51.9378,8.8833
United States of America,El Cerrito,46,Good,1,Good,33,Good,4,Good,46,Good,37.9196,-122.3025
United States of America,El Cerrito,46,Good,1,Good,33,Good,4,Good,46,Good,3.6667,-76.1667
United States of America,Coalinga,32,Good,1,Good,32,Good,1,Good,18,Good,36.142,-120.3242
Italy,Senago,91,Moderate,1,Good,67,Moderate,0,Good,91,Moderate,45.5833,9.1333
United States of America,Sevierville,53,Moderate,1,Good,53,Moderate,0,Good,12,Good,35.8872,-83.5678
Russian Federation,Shatura,40,Good,1,Good,40,Good,2,Good,31,Good,55.5667,39.55
Germany,Simmerath,55,Moderate,1,Good,46,Good,0,Good,55,Moderate,50.6,6.2997
United States of America,South Jordan,44,Good,1,Good,44,Good,1,Good,43,Good,40.557,-111.9784
United States of America,Austintown,38,Good,2,Good,38,Good,4,Good,34,Good,41.0932,-80.7405
Chile,Arauco,50,Good,1,Good,15,Good,5,Good,50,Good,-37.25,-73.3167
China,Yingkou,74,Moderate,3,Good,69,Moderate,4,Good,74,Moderate,40.6653,122.2297
Colombia,Yarumal,73,Moderate,1,Good,22,Good,0,Good,73,Moderate,7.0,-75.5
Colombia,Yarumal,73,Moderate,1,Good,22,Good,0,Good,73,Moderate,7.0306,-75.5905
United States of America,Charlton,66,Moderate,2,Good,18,Good,13,Good,66,Moderate,42.1351,-71.968
Russian Federation,Chebarkul,33,Good,1,Good,33,Good,0,Good,19,Good,54.9833,60.3667
China,Binzhou,182,Unhealthy,4,Good,182,Unhealthy,2,Good,135,Unhealthy for Sensitive Groups,37.3806,118.0125
United Kingdom of Great Britain and Northern Ireland,Carnoustie,29,Good,0,Good,29,Good,1,Good,10,Good,56.501,-2.71
United States of America,Brenham,103,Unhealthy for Sensitive Groups,1,Good,19,Good,2,Good,103,Unhealthy for Sensitive Groups,30.1584,-96.3966
Mexico,Lerma,126,Unhealthy for Sensitive Groups,3,Good,8,Good,15,Good,126,Unhealthy for Sensitive Groups,19.2847,-99.5119
Mexico,Lerma,126,Unhealthy for Sensitive Groups,3,Good,8,Good,15,Good,126,Unhealthy for Sensitive Groups,19.8,-90.6
Belgium,Lessines,35,Good,0,Good,28,Good,3,Good,35,Good,50.7167,3.8333
Italy,Medicina,40,Good,1,Good,40,Good,2,Good,27,Good,44.4833,11.6333
Netherlands,Nieuwkoop,34,Good,0,Good,34,Good,1,Good,28,Good,52.1833,4.7667
Belgium,Nivelles,40,Good,1,Good,22,Good,5,Good,40,Good,50.5833,4.3167
Japan,Takikawa,31,Good,1,Good,31,Good,0,Good,16,Good,43.5578,141.9104
Saudi Arabia,Tabuk,175,Unhealthy,1,Good,86,Moderate,0,Good,175,Unhealthy,17.4069,121.4425
Saudi Arabia,Tabuk,175,Unhealthy,1,Good,86,Moderate,0,Good,175,Unhealthy,17.4084,121.2785
Chile,Talagante,251,Very Unhealthy,18,Good,0,Good,27,Good,251,Very Unhealthy,-33.6667,-70.8667
Switzerland,Baar,52,Moderate,1,Good,30,Good,1,Good,52,Moderate,47.2,8.5167
Russian Federation,Berdsk,42,Good,1,Good,42,Good,1,Good,37,Good,54.75,83.1
Czechia,Prague,81,Moderate,1,Good,37,Good,2,Good,81,Moderate,50.0875,14.4214
India,Phuntsholing,60,Moderate,2,Good,38,Good,0,Good,60,Moderate,26.85,89.3833
United States of America,Northlake,66,Moderate,2,Good,13,Good,20,Good,66,Moderate,41.9142,-87.9054
Russian Federation,Yelabuga,53,Moderate,1,Good,37,Good,1,Good,53,Moderate,55.7667,52.0833
Belgium,Zelzate,58,Moderate,1,Good,36,Good,4,Good,58,Moderate,51.2,3.8167
United States of America,Groton,30,Good,1,Good,28,Good,5,Good,30,Good,41.3598,-72.0293
United States of America,Groton,30,Good,1,Good,28,Good,5,Good,30,Good,42.6137,-71.5614
France,Vannes,59,Moderate,1,Good,31,Good,2,Good,59,Moderate,47.6559,-2.7603
Russian Federation,Tyumen,32,Good,1,Good,32,Good,0,Good,27,Good,57.15,65.5333
Belgium,Virton,58,Moderate,1,Good,40,Good,2,Good,58,Moderate,49.5675,5.5325
United States of America,Hugo,51,Moderate,1,Good,38,Good,5,Good,51,Moderate,45.1671,-92.9588
United States of America,Cheshire,59,Moderate,2,Good,19,Good,17,Good,59,Moderate,41.5113,-72.9036
United States of America,Draper,38,Good,1,Good,26,Good,7,Good,38,Good,40.4957,-111.8605
Russian Federation,Toguchin,42,Good,1,Good,42,Good,0,Good,37,Good,55.2333,84.4167
United States of America,Fort Washington,51,Moderate,1,Good,28,Good,9,Good,51,Moderate,38.7339,-77.0069
Romania,Mioveni,47,Good,1,Good,41,Good,0,Good,47,Good,44.9569,24.9406
New Zealand,Masterton,13,Good,0,Good,13,Good,2,Good,11,Good,-40.97,175.65
Germany,Ahaus,54,Moderate,1,Good,16,Good,9,Good,54,Moderate,52.0667,7.0
Cameroon,Douala,79,Moderate,3,Good,25,Good,1,Good,79,Moderate,4.05,9.7
United States of America,East Hanover,71,Moderate,2,Good,14,Good,20,Good,71,Moderate,40.8192,-74.3638
United States of America,East Meadow,65,Moderate,2,Good,17,Good,21,Good,65,Moderate,40.7197,-73.5604
France,Elbeuf,53,Moderate,1,Good,27,Good,3,Good,53,Moderate,49.2858,1.0083
Germany,Frankfurt,39,Good,0,Good,31,Good,1,Good,39,Good,50.1106,8.6822
Philippines,Pasacao,53,Moderate,1,Good,23,Good,0,Good,53,Moderate,13.5103,123.0419
India,Panna,203,Very Unhealthy,1,Good,45,Good,0,Good,203,Very Unhealthy,24.72,80.2
United States of America,Savannah,74,Moderate,2,Good,31,Good,3,Good,74,Moderate,32.0286,-81.1821
India,Sendhwa,152,Unhealthy,0,Good,33,Good,0,Good,152,Unhealthy,21.6847,75.0953
India,Punjai Puliyampatti,46,Good,0,Good,25,Good,0,Good,46,Good,11.3516,77.1667
,Key Biscayne,60,Moderate,1,Good,17,Good,10,Good,60,Moderate,25.6908,-80.1653
Russian Federation,Kirovsk,27,Good,1,Good,27,Good,0,Good,7,Good,48.6333,38.65
Russian Federation,Kirovsk,27,Good,1,Good,27,Good,0,Good,7,Good,67.6167,33.65
Russian Federation,Kirovsk,27,Good,1,Good,27,Good,0,Good,7,Good,59.8667,30.9833
Poland,Szczecin,34,Good,1,Good,26,Good,3,Good,34,Good,53.4325,14.5481
Italy,Taviano,68,Moderate,1,Good,49,Good,2,Good,68,Moderate,39.9833,18.0833
France,Thiers,36,Good,1,Good,24,Good,2,Good,36,Good,45.8564,3.5475
Kyrgyzstan,Toktogul,84,Moderate,0,Good,41,Good,0,Good,84,Moderate,41.8722,72.9389
India,Chichli,152,Unhealthy,1,Good,36,Good,0,Good,152,Unhealthy,22.8336,78.8261
Poland,Szczytno,34,Good,0,Good,34,Good,0,Good,34,Good,53.5667,20.9833
United States of America,Adelanto,79,Moderate,2,Good,31,Good,12,Good,79,Moderate,34.5814,-117.4397
Spain,Algeciras,40,Good,1,Good,27,Good,5,Good,40,Good,36.1275,-5.4539
Spain,Algeciras,40,Good,1,Good,27,Good,5,Good,40,Good,2.5333,-75.3167
Belgium,Balen,36,Good,1,Good,23,Good,5,Good,36,Good,51.1667,5.15
Democratic Republic of the Congo,Lubao,99,Moderate,2,Good,23,Good,1,Good,99,Moderate,14.9333,120.6
Democratic Republic of the Congo,Lubao,99,Moderate,2,Good,23,Good,1,Good,99,Moderate,-5.385,25.745
Netherlands,Delfzijl,30,Good,1,Good,30,Good,3,Good,27,Good,53.3333,6.9167
Malaysia,Kuching,46,Good,1,Good,16,Good,0,Good,46,Good,1.5575,110.3439
France,Montrouge,31,Good,1,Good,28,Good,2,Good,31,Good,48.8172,2.3219
United States of America,West Odessa,58,Moderate,1,Good,31,Good,1,Good,58,Moderate,31.8389,-102.5003
United States of America,Wyoming,74,Moderate,2,Good,15,Good,17,Good,74,Moderate,42.8908,-85.7066
United States of America,Wyoming,74,Moderate,2,Good,15,Good,17,Good,74,Moderate,39.2297,-84.4816
Ukraine,Zhmerynka,72,Moderate,1,Good,38,Good,1,Good,72,Moderate,49.05,28.1
France,Cahors,40,Good,1,Good,24,Good,2,Good,40,Good,44.4475,1.4406
Germany,Schkeuditz,31,Good,0,Good,31,Good,1,Good,31,Good,51.4,12.2167
Russian Federation,Seltso,44,Good,0,Good,33,Good,0,Good,44,Good,53.3678,34.0978
Italy,Sesto San Giovanni,62,Moderate,1,Good,39,Good,3,Good,62,Moderate,45.5333,9.2333
India,Agartala,125,Unhealthy for Sensitive Groups,1,Good,39,Good,1,Good,125,Unhealthy for Sensitive Groups,23.8333,91.2833
Brazil,Almenara,28,Good,1,Good,3,Good,1,Good,28,Good,-16.1005,-40.7101
Philippines,Balagtas,71,Moderate,1,Good,24,Good,1,Good,71,Moderate,14.8145,120.9085
Czechia,Beroun,59,Moderate,1,Good,48,Good,0,Good,59,Moderate,49.9642,14.0739
Côte d'Ivoire,Bondoukou,27,Good,1,Good,21,Good,0,Good,27,Good,8.0333,-2.8
United States of America,Centerville,45,Good,1,Good,45,Good,1,Good,42,Good,39.6339,-84.1449
United States of America,Centerville,45,Good,1,Good,45,Good,1,Good,42,Good,40.9284,-111.8848
Spain,Santa Comba,30,Good,1,Good,30,Good,2,Good,28,Good,43.0383,-8.8142
Paraguay,Villa Elisa,24,Good,0,Good,16,Good,0,Good,24,Good,-25.5075,-57.5725
Paraguay,Villa Elisa,24,Good,0,Good,16,Good,0,Good,24,Good,-32.1667,-58.4
Brazil,Vinhedo,72,Moderate,1,Good,30,Good,1,Good,72,Moderate,-23.03,-46.975
United States of America,Webster,48,Good,1,Good,38,Good,2,Good,48,Good,43.2294,-77.4454
United States of America,Webster,48,Good,1,Good,38,Good,2,Good,48,Good,42.0521,-71.8485
United States of America,Webster,48,Good,1,Good,38,Good,2,Good,48,Good,29.5317,-95.1188
Ethiopia,Werota,54,Moderate,1,Good,18,Good,0,Good,54,Moderate,11.9167,37.7
Mexico,Xalapa,52,Moderate,1,Good,29,Good,0,Good,52,Moderate,19.54,-96.9275
Russian Federation,Yartsevo,37,Good,1,Good,37,Good,0,Good,16,Good,55.0667,32.7
Russian Federation,Zima,34,Good,1,Good,8,Good,6,Good,34,Good,53.9167,102.05
Democratic Republic of the Congo,Bunia,51,Moderate,1,Good,16,Good,0,Good,51,Moderate,1.5667,30.25
Philippines,San Narciso,69,Moderate,0,Good,25,Good,0,Good,69,Moderate,13.5677,122.5667
Philippines,San Narciso,69,Moderate,0,Good,25,Good,0,Good,69,Moderate,15.0167,120.0833
India,Salaya,153,Unhealthy,0,Good,28,Good,0,Good,153,Unhealthy,13.8023,100.3208
Indonesia,Teluknaga,188,Unhealthy,4,Good,188,Unhealthy,3,Good,163,Unhealthy,-6.0989,106.6381
Mexico,Tuxtepec,84,Moderate,2,Good,20,Good,4,Good,84,Moderate,18.1,-96.1167
United States of America,Villas,46,Good,1,Good,25,Good,5,Good,46,Good,26.5504,-81.8678
United States of America,Villas,46,Good,1,Good,25,Good,5,Good,46,Good,39.0157,-74.935
South Africa,Virginia,160,Unhealthy,4,Good,12,Good,12,Good,160,Unhealthy,-28.1064,26.8622
South Africa,Vryheid,92,Moderate,2,Good,13,Good,5,Good,92,Moderate,-27.7669,30.8
Russian Federation,Vyazma,32,Good,1,Good,32,Good,0,Good,11,Good,55.2107,34.2912
Germany,Weinsberg,51,Moderate,1,Good,28,Good,3,Good,51,Moderate,49.1518,9.2857
Italy,Francavilla Fontana,78,Moderate,1,Good,44,Good,3,Good,78,Moderate,40.5333,17.5833
Botswana,Gaborone,71,Moderate,1,Good,9,Good,2,Good,71,Moderate,-24.6581,25.9122
Japan,Ginowan,99,Moderate,2,Good,99,Moderate,0,Good,40,Good,26.2817,127.7783
China,Chenzhou,126,Unhealthy for Sensitive Groups,4,Good,60,Moderate,4,Good,126,Unhealthy for Sensitive Groups,25.7989,113.0267
Chile,Laja,57,Moderate,1,Good,10,Good,7,Good,57,Moderate,-37.2667,-72.7
Angola,Luau,54,Moderate,1,Good,20,Good,0,Good,54,Moderate,-10.7044,22.2283
Cameroon,Mbalmayo,49,Good,2,Good,23,Good,0,Good,49,Good,3.5167,11.5
Germany,Alsdorf,43,Good,1,Good,24,Good,4,Good,43,Good,50.8833,6.1667
Turkey,Bafra,48,Good,1,Good,48,Good,0,Good,14,Good,41.5722,35.9147
Thailand,Ban Pong,39,Good,0,Good,23,Good,0,Good,39,Good,13.8174,99.883
Switzerland,Binningen,87,Moderate,1,Good,25,Good,3,Good,87,Moderate,47.5333,7.5667
United States of America,Bluefield,36,Good,1,Good,36,Good,1,Good,18,Good,37.2608,-81.2143
Ukraine,Boryslav,80,Moderate,1,Good,41,Good,0,Good,80,Moderate,49.2881,23.4267
Italy,Martellago,86,Moderate,2,Good,32,Good,6,Good,86,Moderate,45.5467,12.1575
India,Muri,186,Unhealthy,2,Good,98,Moderate,1,Good,186,Unhealthy,46.9333,7.4833
Brazil,Forquilhinha,45,Good,1,Good,18,Good,2,Good,45,Good,-28.7469,-49.4719
United States of America,Holly Hill,43,Good,1,Good,30,Good,6,Good,43,Good,29.2442,-81.0465
United States of America,Enterprise,81,Moderate,2,Good,12,Good,8,Good,81,Moderate,36.0091,-115.2278
United States of America,Enterprise,81,Moderate,2,Good,12,Good,8,Good,81,Moderate,31.3275,-85.8463
United States of America,Greenwich,58,Moderate,1,Good,42,Good,7,Good,58,Moderate,41.0665,-73.6368
United Kingdom of Great Britain and Northern Ireland,Halifax,53,Moderate,0,Good,31,Good,1,Good,53,Moderate,44.6475,-63.5906
United Kingdom of Great Britain and Northern Ireland,Halifax,53,Moderate,0,Good,31,Good,1,Good,53,Moderate,53.725,-1.863
Russian Federation,Manturovo,50,Good,1,Good,29,Good,1,Good,50,Good,58.3333,44.7667
,Peniche,30,Good,1,Good,30,Good,3,Good,19,Good,39.35,-9.3667
Libya,Darnah,53,Moderate,1,Good,53,Moderate,0,Good,33,Good,32.7667,22.6333
Nigeria,Wukari,91,Moderate,3,Good,19,Good,1,Good,91,Moderate,7.8704,9.78
China,Yilan,46,Good,1,Good,46,Good,0,Good,46,Good,24.75,121.75
Slovakia,Zvolen,69,Moderate,1,Good,42,Good,1,Good,69,Moderate,48.5706,19.1175
Brazil,Lavras,44,Good,1,Good,10,Good,2,Good,44,Good,-21.245,-45.0
Indonesia,Manggar,34,Good,0,Good,19,Good,0,Good,34,Good,-2.89,108.27
Armenia,Vanadzor,30,Good,1,Good,27,Good,0,Good,30,Good,40.8128,44.4883
United States of America,Victorville,74,Moderate,2,Good,28,Good,13,Good,74,Moderate,34.5277,-117.3536
Cuba,Placetas,55,Moderate,1,Good,19,Good,3,Good,55,Moderate,22.3158,-79.6556
Ghana,Suhum,84,Moderate,1,Good,18,Good,1,Good,84,Moderate,6.0333,-0.45
United States of America,Urbana,47,Good,1,Good,27,Good,9,Good,47,Good,40.1107,-88.1973
United States of America,Urbana,47,Good,1,Good,27,Good,9,Good,47,Good,39.3274,-77.3423
United States of America,Urbana,47,Good,1,Good,27,Good,9,Good,47,Good,40.1085,-83.7541
Sweden,Varberg,40,Good,0,Good,40,Good,0,Good,20,Good,57.1167,12.2167
Russian Federation,Yurga,49,Good,1,Good,30,Good,0,Good,49,Good,55.7231,84.8861
Mexico,Zaragoza,49,Good,1,Good,20,Good,6,Good,49,Good,41.65,-0.8833
Mexico,Zaragoza,49,Good,1,Good,20,Good,6,Good,49,Good,15.4492,120.7933
Mexico,Zaragoza,49,Good,1,Good,20,Good,6,Good,49,Good,14.6498,-90.8902
Mexico,Zaragoza,49,Good,1,Good,20,Good,6,Good,49,Good,7.494,-74.871
Mexico,Zaragoza,49,Good,1,Good,20,Good,6,Good,49,Good,28.4869,-100.9175
Mexico,Zaragoza,49,Good,1,Good,20,Good,6,Good,49,Good,17.9487,-94.6436
Mexico,Zaragoza,49,Good,1,Good,20,Good,6,Good,49,Good,13.5833,-89.2833
Germany,Werdohl,34,Good,1,Good,34,Good,1,Good,26,Good,51.2667,7.7667
Germany,Witten,34,Good,1,Good,34,Good,2,Good,27,Good,51.4333,7.3333
China,Xingyi,78,Moderate,3,Good,37,Good,3,Good,78,Moderate,25.091,104.9011
China,Xuanzhou,156,Unhealthy,3,Good,156,Unhealthy,3,Good,111,Unhealthy for Sensitive Groups,30.9475,118.7518
United States of America,Waldorf,67,Moderate,2,Good,37,Good,5,Good,67,Moderate,38.6085,-76.9194
Namibia,Omaruru,35,Good,0,Good,21,Good,0,Good,35,Good,-21.4333,15.9333
Lithuania,Palanga,35,Good,1,Good,29,Good,1,Good,35,Good,55.9167,21.0667
Germany,Lehrte,57,Moderate,1,Good,39,Good,3,Good,57,Moderate,52.3667,9.9667
China,Licheng,135,Unhealthy for Sensitive Groups,3,Good,16,Good,16,Good,135,Unhealthy for Sensitive Groups,31.4174,119.4786
China,Licheng,135,Unhealthy for Sensitive Groups,3,Good,16,Good,16,Good,135,Unhealthy for Sensitive Groups,24.4935,110.3902
United States of America,Snellville,86,Moderate,3,Good,14,Good,24,Good,86,Moderate,33.8562,-84.0038
India,Sojat,178,Unhealthy,1,Good,32,Good,0,Good,178,Unhealthy,25.92,73.67
Philippines,Agoo,54,Moderate,0,Good,24,Good,1,Good,54,Moderate,16.322,120.3647
Germany,Alpen,40,Good,1,Good,31,Good,2,Good,40,Good,51.575,6.5125
Peru,Arequipa,57,Moderate,1,Good,4,Good,5,Good,57,Moderate,-16.4,-71.5333
China,Yingzhong,131,Unhealthy for Sensitive Groups,3,Good,131,Unhealthy for Sensitive Groups,1,Good,90,Moderate,32.2381,119.8133
Colombia,Zarzal,73,Moderate,2,Good,3,Good,5,Good,73,Moderate,4.3983,-76.0772
Germany,Trossingen,42,Good,1,Good,23,Good,2,Good,42,Good,48.0756,8.6361
Ukraine,Vesele,40,Good,1,Good,40,Good,0,Good,27,Good,47.0189,34.9212
Netherlands,Lisse,40,Good,1,Good,27,Good,5,Good,40,Good,52.25,4.55
Germany,Kolkwitz,33,Good,0,Good,33,Good,1,Good,27,Good,51.7496,14.2457
India,Sagauli,253,Very Unhealthy,4,Good,166,Unhealthy,1,Good,253,Very Unhealthy,26.7833,84.7333
France,Sallanches,28,Good,1,Good,28,Good,0,Good,25,Good,45.9364,6.6319
Brazil,Urussanga,43,Good,1,Good,13,Good,4,Good,43,Good,-28.5178,-49.3208
Italy,Valenzano,49,Good,1,Good,49,Good,1,Good,37,Good,41.05,16.8833
Belgium,Tremelo,37,Good,1,Good,30,Good,3,Good,37,Good,50.9911,4.7044
Switzerland,Zollikon,32,Good,1,Good,28,Good,1,Good,32,Good,47.3422,8.5783
Belgium,Zottegem,36,Good,1,Good,26,Good,3,Good,36,Good,50.8667,3.8
United States of America,Saint Petersburg,54,Moderate,1,Good,21,Good,9,Good,54,Moderate,59.95,30.3167
Philippines,Surigao,53,Moderate,1,Good,22,Good,0,Good,53,Moderate,9.7897,125.4958
Colombia,Tame,20,Good,1,Good,10,Good,0,Good,20,Good,6.4667,-71.7333
United States of America,Tampa,67,Moderate,1,Good,13,Good,17,Good,67,Moderate,27.9945,-82.4447
Russian Federation,Tashtagol,32,Good,1,Good,32,Good,0,Good,29,Good,52.7667,87.8667
United States of America,Somers Point,35,Good,1,Good,35,Good,2,Good,29,Good,39.3167,-74.6066
Poland,Kalisz,34,Good,1,Good,32,Good,1,Good,34,Good,51.7575,18.08
Germany,Halberstadt,38,Good,1,Good,38,Good,1,Good,26,Good,51.8958,11.0467
Peru,Nauta,32,Good,1,Good,1,Good,0,Good,32,Good,-4.5083,-73.5833
Viet Nam,Nha Trang,65,Moderate,2,Good,30,Good,0,Good,65,Moderate,12.245,109.1917
United States of America,Oklahoma City,53,Moderate,1,Good,26,Good,4,Good,53,Moderate,35.4676,-97.5136
United States of America,Schererville,72,Moderate,2,Good,10,Good,26,Good,72,Moderate,41.4861,-87.4442
Belgium,Tervuren,44,Good,1,Good,25,Good,4,Good,44,Good,50.8167,4.5
Canada,Thetford Mines,40,Good,1,Good,40,Good,0,Good,22,Good,46.1,-71.3
United States of America,Smithtown,72,Moderate,2,Good,40,Good,10,Good,72,Moderate,40.8663,-73.2164
Russian Federation,Tarusa,41,Good,0,Good,31,Good,2,Good,41,Good,54.7333,37.1833
Russian Federation,Bataysk,45,Good,1,Good,45,Good,2,Good,20,Good,47.1667,39.7333
Monaco,Beausoleil,56,Moderate,1,Good,56,Moderate,1,Good,42,Good,43.7419,7.4236
Spain,Berga,40,Good,1,Good,40,Good,0,Good,35,Good,42.1,1.8456
United States of America,Caldwell,41,Good,1,Good,31,Good,1,Good,41,Good,40.8389,-74.2776
United States of America,Caldwell,41,Good,1,Good,31,Good,1,Good,41,Good,43.6453,-116.6594
Brazil,Esplanada,15,Good,0,Good,15,Good,1,Good,15,Good,-11.7958,-37.945
Brazil,Angatuba,18,Good,1,Good,8,Good,1,Good,18,Good,-23.4903,-48.4128
,Manzanillo,29,Good,1,Good,20,Good,1,Good,29,Good,19.0522,-104.3158
,Manzanillo,29,Good,1,Good,20,Good,1,Good,29,Good,20.3397,-77.1086
Sri Lanka,Kilinochchi,59,Moderate,0,Good,28,Good,0,Good,59,Moderate,9.4004,80.3999
Paraguay,San Estanislao,56,Moderate,2,Good,3,Good,2,Good,56,Moderate,-24.65,-56.4333
Paraguay,San Estanislao,56,Moderate,2,Good,3,Good,2,Good,56,Moderate,10.4,-75.15
Italy,Treviso,73,Moderate,1,Good,41,Good,2,Good,73,Moderate,45.6722,12.2422
Spain,Teruel,54,Moderate,1,Good,27,Good,1,Good,54,Moderate,40.3456,-1.1065
Spain,Teruel,54,Moderate,1,Good,27,Good,1,Good,54,Moderate,2.75,-75.5667
United States of America,Texarkana,51,Moderate,2,Good,34,Good,4,Good,51,Moderate,33.45,-94.0847
United States of America,Texarkana,51,Moderate,2,Good,34,Good,4,Good,51,Moderate,33.436,-93.9959
United States of America,Torrance,86,Moderate,2,Good,13,Good,28,Good,86,Moderate,33.8346,-118.3416
Germany,Limburgerhof,62,Moderate,1,Good,61,Moderate,0,Good,62,Moderate,49.4222,8.3919
Guatemala,Almolonga,90,Moderate,3,Good,7,Good,11,Good,90,Moderate,14.8122,-91.4944
Sweden,Kristinehamn,32,Good,1,Good,32,Good,0,Good,13,Good,59.3,14.1167
United States of America,Newark,67,Moderate,2,Good,21,Good,16,Good,67,Moderate,40.7245,-74.1725
United States of America,Newark,67,Moderate,2,Good,21,Good,16,Good,67,Moderate,40.0706,-82.425
United States of America,Newark,67,Moderate,2,Good,21,Good,16,Good,67,Moderate,37.5201,-122.0307
United States of America,Newark,67,Moderate,2,Good,21,Good,16,Good,67,Moderate,39.6776,-75.7576
United States of America,Newark,67,Moderate,2,Good,21,Good,16,Good,67,Moderate,43.0418,-77.093
Italy,Modica,65,Moderate,1,Good,42,Good,1,Good,65,Moderate,36.8672,14.7614
India,Pudur,32,Good,1,Good,28,Good,0,Good,32,Good,9.0001,77.2076
Mauritius,Rose Belle,40,Good,0,Good,30,Good,0,Good,40,Good,-20.4025,57.6061
Myanmar,Sagaing,26,Good,1,Good,26,Good,0,Good,24,Good,21.8822,95.9786
China,Pingtung,130,Unhealthy for Sensitive Groups,2,Good,130,Unhealthy for Sensitive Groups,3,Good,89,Moderate,22.6761,120.4942
Russian Federation,Polyarnyye Zori,32,Good,1,Good,32,Good,0,Good,12,Good,67.3667,32.5
Germany,Eutin,42,Good,1,Good,42,Good,0,Good,26,Good,54.1378,10.6181
United States of America,Fremont,52,Moderate,1,Good,38,Good,2,Good,52,Moderate,37.5265,-121.9843
United States of America,Fremont,52,Moderate,1,Good,38,Good,2,Good,52,Moderate,41.4395,-96.4873
United States of America,Fremont,52,Moderate,1,Good,38,Good,2,Good,52,Moderate,41.3535,-83.1147
France,Narbonne,48,Good,1,Good,48,Good,0,Good,33,Good,43.1836,3.0042
Hungary,Dunakeszi,63,Moderate,1,Good,63,Moderate,0,Good,57,Moderate,47.6303,19.1412
South Africa,Port Shepstone,39,Good,1,Good,29,Good,0,Good,39,Good,-30.75,30.45
Italy,San Bonifacio,84,Moderate,1,Good,51,Moderate,0,Good,84,Moderate,45.4,11.2833
United States of America,River Edge,52,Moderate,1,Good,46,Good,2,Good,52,Moderate,40.9269,-74.0387
United States of America,Roanoke Rapids,42,Good,1,Good,41,Good,1,Good,42,Good,36.4452,-77.649
Kazakhstan,Petropavl,36,Good,1,Good,36,Good,0,Good,16,Good,54.8833,69.1667
Mozambique,Chibuto,46,Good,1,Good,19,Good,0,Good,46,Good,-24.6833,33.5333
United States of America,Colorado Springs,68,Moderate,1,Good,20,Good,6,Good,68,Moderate,38.8674,-104.7605
United States of America,Copiague,64,Moderate,2,Good,17,Good,22,Good,64,Moderate,40.6707,-73.3922
