,company,internship,location,start date,duration,stipend,posted on,apply by
8894,Alliance India,Business Development (Sales),Mumbai,Immediately,6 Months,5000 /month,16 Mar'20,13 Apr'20
8895,Digiads Global,Digital Marketing,Gurgaon,Immediately,3 Months,10000 /month,16 Mar'20,13 Apr'20
8896,Webocity Technologies,Digital Marketing,Delhi,Immediately,6 Months,6000 /month,16 Mar'20,13 Apr'20
8897,Oddy Labs,Content Writing,Hyderabad,Immediately,6 Months,7000 /month,16 Mar'20,13 Apr'20
8898,Space Creattors,Content Writing,Gurgaon,Immediately,3 Months,5000 /month,16 Mar'20,13 Apr'20
8899,Zeabros India Private Limited,Digital Marketing,Gurgaon,Immediately,6 Months,7000-10000 /month,16 Mar'20,30 Apr'20
8900,Protiviti,Internal Audit,Manali,Immediately,6 Months,10000-15000 /month,16 Mar'20,13 Apr'20
8901,Pratigrham Sports For All Private Limited,Digital Marketing,Nagpur,Immediately,2 Months,5000 /month,16 Mar'20,5 May'20
8902,Pratigrham Sports For All Private Limited,Operations,Nagpur,Immediately,2 Months,5000 /month,16 Mar'20,5 May'20
8903,Pratigrham Sports For All Private Limited,Social Media Marketing,Nagpur,Immediately,2 Months,5000 /month,16 Mar'20,5 May'20
8904,EMPI,Graphic Design,Delhi,Immediately,6 Months,10000-20000 /month,16 Mar'20,29 Apr'20
8905,Pratigrham Sports For All Private Limited,Human Resources (HR),Nagpur,Immediately,2 Months,5000 /month,16 Mar'20,5 May'20
8906,Cloudindojo,Marketing,Hyderabad,Immediately,6 Months,2000 /month,16 Mar'20,14 Apr'20
8907,Thynkblynk Technologies Private Limited,Software Development,Hyderabad,Immediately,6 Months,8000-15000 /month,16 Mar'20,13 Apr'20
8908,Playo,Graphic Design,Bangalore,Immediately,3 Months,5000 /month,16 Mar'20,14 Apr'20
8909,Klick (Brand Identity Management),Content Writing,Delhi,15 Apr - 1 May'20,3 Months,5000-10000 /month,16 Mar'20,14 Apr'20
8910,Protiviti,Internal Audit,Rudrapur,Immediately,6 Months,10000-12000 /month,16 Mar'20,13 Apr'20
8911,Delightful Gourmet Private Limited (Licious),Human Resources (HR),Bangalore,Immediately,3 Months,10000 /month,16 Mar'20,14 Apr'20
8912,Aurochs Software Private Limited,Marketing,Pune,Immediately,3 Months,15000 /month,16 Mar'20,13 Apr'20
8913,ShunyEka Systems Private Limited,Software DevOps Engineering,Bangalore,Immediately,6 Months,7000 /month,16 Mar'20,14 Apr'20
8914,Impactall,UI/UX Design,Noida,Immediately,6 Months,10000-15000 /month,16 Mar'20,14 Apr'20
8915,Deeper Design,Graphic Design,Delhi,Immediately,2 Months,5000-10000 /month,16 Mar'20,14 Apr'20
8916,Dichroic Labs LLP,Business Development (Sales),Bangalore,Immediately,2 Months,3500 /month +  Incentives,16 Mar'20,14 Apr'20
8917,WizKlub,Teaching (Smart Tech Programme),Bangalore,Immediately,2 Months,20000-25000 /month,16 Mar'20,13 Apr'20
8918,AppVersal,Content Writing,Navi Mumbai,Immediately,1 Month,8000 /month,16 Mar'20,13 Apr'20
8919,Primewayz Esolutions Private Limited,Operations,Noida,Immediately,3 Months,5000 /month,16 Mar'20,13 Apr'20
8920,HDR Play Pictures,Screenwriting,Work From Home,Immediately,1 Month,3000 lump-Sum,16 Mar'20,29 Apr'20
8921,RYTHIUM TECHNOLOGIES LLP,Social Media Marketing,Navi Mumbai,Immediately,4 Months,7000 /month,16 Mar'20,14 Apr'20
8922,Talent'd HR Solutions,Human Resources (HR),Pune,Immediately,3 Months,3000-5000 /month,16 Mar'20,14 Apr'20
8923,GSA Overseas,Operations,Noida,Immediately,6 Months,10000 /month,16 Mar'20,13 Apr'20
8924,Techies Infotech,Mobile App Development,Amritsar,Immediately,6 Months,8000-10000 /month,16 Mar'20,14 Apr'20
8925,Cyberathon,Digital Marketing,Nagpur,Immediately,6 Months,3000 /month,16 Mar'20,13 Apr'20
8926,Gaatha ~ A Tale Of Crafts,PHP Development,Ahmedabad,Immediately,2 Months,5000-8000 /month,16 Mar'20,13 Apr'20
8927,Cyberathon,Android Development,Nagpur,Immediately,6 Months,3000 /month,16 Mar'20,13 Apr'20
8928,Tradepath Capital LLC,Operations,Mumbai,Immediately,6 Months,5000 /month,16 Mar'20,14 Apr'20
8929,Starling Media,Telecalling,Kolkata,Immediately,1 Month,9000 /month,16 Mar'20,14 Apr'20
8930,Threco Recycling,Finance & Accounting,Mumbai,Immediately,6 Months,5000-8000 /month,16 Mar'20,14 Apr'20
8931,Gaatha ~ A Tale Of Crafts,Creative Writing,Ahmedabad,Immediately,3 Months,6000 /month,16 Mar'20,13 Apr'20
8932,Healapp Solutions Private Limited,Business Development (Sales),Kolkata,Immediately,3 Months,2000-3000 /month,16 Mar'20,13 Apr'20
8933,IBS Intelligence,Research Analyst (Fintech),Mumbai,Immediately,3 Months,20000 /month,16 Mar'20,13 Apr'20
8934,KlinicApp,Customer Service,Gurgaon,Immediately,6 Months,5000-10000 /month,16 Mar'20,13 Apr'20
8935,Crazy Ripples Private Limited,Mobile App Development,Delhi,Immediately,4 Months,2000 /month,16 Mar'20,13 Apr'20
8936,Digital TLJ,Social Media Marketing,Ahmedabad,Immediately,3 Months,5000 /month,16 Mar'20,13 Apr'20
8937,Brandbodh Communications Private Limited,Digital Marketing,Pune,Immediately,3 Months,7000-12000 /month,16 Mar'20,14 Apr'20
8938,Solvent Interactive Systems,Business Development (Sales),Delhi,Immediately,3 Months,13000 /month,16 Mar'20,14 Apr'20
8939,Crossword Public Relations,Media & Public Relations (PR),Delhi,Immediately,6 Months,3000 /month,16 Mar'20,14 Apr'20
8940,Indigo Solutions,General Management,Bangalore,Immediately,3 Months,15000 /month,16 Mar'20,13 Apr'20
8941,Gadgets Geek India,Accounts,Gurgaon,Immediately,3 Months,7000-10000 /month,16 Mar'20,14 Apr'20
8942,Fitsco Sports Academy,Digital Marketing,Gurgaon,Immediately,3 Months,6000-7000 /month,16 Mar'20,14 Apr'20
8943,ShaadiAapki,Graphic Design,Work From Home,Immediately,1 Month,3000 /month,16 Mar'20,14 Apr'20
8944,NextScreen Productions,Telecalling,Mumbai,Immediately,6 Months,7000-10000 /month,16 Mar'20,14 Apr'20
8945,Indydesk,Digital Marketing,Gurgaon,Immediately,6 Months,6000-8000 /month,16 Mar'20,13 Apr'20
8946,StudioOnCloud,Business Development (Sales),Mumbai,Immediately,3 Months,10000-15000 /month,16 Mar'20,14 Apr'20
8947,Spring Roots,Media & Public Relations (PR),Vijayawada,Immediately,6 Months,30000 /month,16 Mar'20,14 Apr'20
8948,SecqurAIse Technologies Private Limited,Business Development (Sales),Chennai,Immediately,6 Months,7000 /month,16 Mar'20,14 Apr'20
8949,SecqurAIse Technologies Private Limited,Data Entry,Chennai,Immediately,6 Months,5000 /month,16 Mar'20,14 Apr'20
8950,Om Tubes and Fittings Industries,Business Development (Sales),Mumbai,Immediately,6 Months,10000 /month,16 Mar'20,14 Apr'20
8951,Hometech Space Concept Private Limited,Interior Design,Gurgaon,Immediately,3 Months,5000 /month,16 Mar'20,13 Apr'20
8952,SportIndia,Event Management,Chennai,Immediately,3 Months,5000 /month,16 Mar'20,13 Apr'20
8953,Indicosmic Capital Private Limited,Content Writing,Mumbai,Immediately,6 Months,10000-15000 /month,16 Mar'20,14 Apr'20
8954,BloomsVilla,Content Writing,Work From Home,Immediately,6 Months,5000 /month,16 Mar'20,13 Apr'20
8955,Spring Roots,Architecture,Vijayawada,Immediately,6 Months,10000 /month,16 Mar'20,13 Apr'20
8956,Cognate Media,Content Writing,Hyderabad,Immediately,2 Months,5000-8000 /month,16 Mar'20,13 Apr'20
8957,Karkhana.io,Marketing,Mumbai,Immediately,3 Months,8000-10000 /month,16 Mar'20,13 Apr'20
8958,Weewooweb,Business Development (Sales),Chennai,Immediately,3 Months,3000 /month +  Incentives,16 Mar'20,14 Apr'20
8959,EVG Software Solutions,Graphic Design,Noida,Immediately,6 Months,5000 /month,16 Mar'20,13 Apr'20
8960,B Web Technology,Web Development,Mumbai,Immediately,3 Months,3500 /month,16 Mar'20,13 Apr'20
8961,Beetro Solutions,Web Development,Pune,Immediately,6 Months,5000 /month,16 Mar'20,13 Apr'20
8962,Pehchan,Content Writing,Mumbai,Immediately,6 Months,2000 /month +  Incentives,16 Mar'20,14 Apr'20
8963,Weredoo,Graphic Design,Lucknow,Immediately,1 Month,2000-7000 /month,16 Mar'20,14 Apr'20
8964,EVG Software Solutions,Social Media Marketing,Noida,Immediately,6 Months,5000 /month,16 Mar'20,13 Apr'20
8965,Media Singh,Social Media Marketing,Delhi,Immediately,3 Months,5000-8000 /month,16 Mar'20,14 Apr'20
8966,Futuristic Labs,Social Media Marketing,Hyderabad,Immediately,3 Months,8000-12000 /month,16 Mar'20,13 Apr'20
8967,Susakgjyo Business Private Limited,Web Development,Work From Home,Immediately,2 Months,4000 /month,16 Mar'20,13 Apr'20
8968,Futuristic Labs,Content Writing,Hyderabad,Immediately,3 Months,8000-12000 /month,16 Mar'20,13 Apr'20
8969,KlinicApp,Video Making/Editing,Gurgaon,Immediately,6 Months,5000-10000 /month,16 Mar'20,13 Apr'20
8970,Infoseed Technology,Digital Marketing,Ahmedabad,Immediately,6 Months,2500 /month,16 Mar'20,13 Apr'20
8971,Susakgjyo Business Private Limited,Mobile App Development,Work From Home,Immediately,4 Months,4000 /month,16 Mar'20,13 Apr'20
8972,SMD Consultants Private Limited,Talent Acquisition,Gurgaon,Immediately,6 Months,10000-15000 /month,16 Mar'20,14 Apr'20
8973,FoodSense Ventures Private Limited,Marketing,Noida,Immediately,3 Months,6500 /month,16 Mar'20,14 Apr'20
8974,Healofy,Operations,Bangalore,Immediately,6 Months,15000 /month,16 Mar'20,4 May'20
8975,SMART IT SOLUTIONS,GIS Engineer,Bhubaneswar,Immediately,3 Months,3000 /month +  Incentives,16 Mar'20,14 Apr'20
8976,Pehchan,Graphic Design,Mumbai,Immediately,6 Months,3000 /month,16 Mar'20,14 Apr'20
8977,Spotsthegame,Angular.js Development,Work From Home,Immediately,2 Months,6000 /month,16 Mar'20,14 Apr'20
8978,Pearlkraft,Graphic Design,Mumbai,Immediately,2 Months,9000-12000 /month,16 Mar'20,13 Apr'20
8979,Indigo Solutions,Inside Sales,Bangalore,Immediately,3 Months,15000 /month,16 Mar'20,13 Apr'20
8980,The GMAT Coach,Content Writing,Delhi,Immediately,5 Months,20000-25000 /month,16 Mar'20,14 Apr'20
8981,Brand Catapult,Graphic Design,Delhi,Immediately,2 Months,5000-7000 /month,16 Mar'20,14 Apr'20
8982,Y N K Enterprises,Marketing,Pune,Immediately,6 Months,6000 /month,16 Mar'20,13 Apr'20
8983,Pehchan,Web Development,Mumbai,Immediately,5 Months,3000 /month,16 Mar'20,14 Apr'20
8984,Finance Lookup Advisors,Accounting,Mumbai,Immediately,6 Months,15000 /month,16 Mar'20,5 May'20
8985,Exa Mobility India Private Limited,Law/Legal,Pune,Immediately,3 Months,5000-10000 /month,16 Mar'20,5 May'20
8986,Oceans Technologies,Graphic Design,Ahmedabad,Immediately,1 Month,5000 /month,16 Mar'20,13 Apr'20
8987,AstroTalk,Operations,Noida,Immediately,2 Months,10000-12000 /month,16 Mar'20,14 Apr'20
8988,Jan Elaaj,Animation Development,Delhi,Immediately,3 Months,3500 /month,16 Mar'20,14 Apr'20
8989,iOSys Data Solutions Private Limited,Content Writing,Bangalore,Immediately,3 Months,10000 /month,16 Mar'20,13 Apr'20
8990,6th C Private Limited,Business Development (Sales),Pune,Immediately,2 Months,3000 /month +  Incentives,16 Mar'20,14 Apr'20
8991,Blizzking.com,Social Media Marketing,Mumbai,Immediately,3 Months,4500 /month,16 Mar'20,13 Apr'20
8992,MXPERTZ,Human Resources (HR),Indore,Immediately,6 Months,2000 /month +  Incentives,16 Mar'20,14 Apr'20
8993,Kirtane & Pandit Chartered Accountants LLP,Accounts & Finance,Pune,Immediately,6 Months,10000-15000 /month,16 Mar'20,14 Apr'20
8994,Dehadrai And Company,Law/Legal,Delhi,Immediately,2 Months,3500 /month,16 Mar'20,14 Apr'20
8995,Akshara Reading Habit (OPC) Private Limited,Marketing,Madurai,Immediately,6 Months,1000 /week +  Incentives,16 Mar'20,5 May'20
8996,ValuEndow Consulting,Business Development (Sales),Greater Noida,Immediately,3 Months,5000 /month,16 Mar'20,14 Apr'20
8997,MagTapp Technologies Private Limited,Operations,Mumbai,Immediately,6 Months,10000 /month,16 Mar'20,14 Apr'20
8998,Science Utsav,Teaching,Bangalore,Immediately,2 Months,6000 /month,16 Mar'20,14 Apr'20
8999,SMD Consultants Private Limited,Marketing,Gurgaon,Immediately,3 Months,10000-15000 /month,16 Mar'20,14 Apr'20
9000,Rooters Mobility Private Limited,Data Analytics,Bangalore,Immediately,3 Months,10000 /month,16 Mar'20,14 Apr'20
9001,Qrata,Business Development (Sales),Mumbai,Immediately,3 Months,15000-25000 /month,16 Mar'20,13 Apr'20
9002,MyCaptain - The Climber,Video Editing,Bangalore,Immediately,2 Months,9000 /month,16 Mar'20,14 Apr'20
9003,Rajan Malik & Co. Chartered Accountants,Chartered Accountancy (CA),Noida,Immediately,6 Months,5000 /month,16 Mar'20,30 Apr'20
9004,Talent Planner Private Limited,Social Media Marketing,Delhi,Immediately,3 Months,4000-7000 /month,16 Mar'20,13 Apr'20
9005,Talent Planner Private Limited,Database Building/Management,Gurgaon,Immediately,6 Months,10000-15000 /month,16 Mar'20,13 Apr'20
9006,Talent Planner Private Limited,Operations,Gurgaon,Immediately,3 Months,15000 /month,16 Mar'20,13 Apr'20
9007,Talent Planner Private Limited,Data Research,Gurgaon,Immediately,6 Months,10000-15000 /month,16 Mar'20,13 Apr'20
9008,Talent Planner Private Limited,General Management,Gurgaon,Immediately,3 Months,10000-15000 /month,16 Mar'20,13 Apr'20
9009,We Events & Entertainment,Marketing,Gurgaon,15 Apr - 15 May'20,6 Months,10000 /month,16 Mar'20,14 Apr'20
9010,Healofy,Community Management (Telugu),Bangalore,Immediately,6 Months,15000 /month,16 Mar'20,4 May'20
9011,Stockwood Dealzo (OPC) Private Limited,Content Writing,Work From Home,Immediately,2 Months,5000 /month,16 Mar'20,13 Apr'20
9012,Space Designers' Syndicate,Architecture,Hyderabad,Immediately,6 Months,3000-5000 /month,16 Mar'20,13 Apr'20
9013,Talent Planner Private Limited,Human Resources (HR),Delhi,Immediately,3 Months,3000-5000 /month,16 Mar'20,13 Apr'20
9014,Digital Saline,Digital Marketing,Mumbai,Immediately,6 Months,7000 /month,16 Mar'20,13 Apr'20
9015,Continental Milkose India Limited,Business Development (Sales),Delhi,Immediately,6 Months,10000 /month,16 Mar'20,13 Apr'20
9016,Miraculous And Vital Indulgence,Operations,Navi Mumbai,Immediately,2 Months,2000 /month +  Incentives,16 Mar'20,14 Apr'20
9017,TOPMYTEST,Content Writing,Work From Home,Immediately,4 Months,5000 lump-Sum +  Incentives,16 Mar'20,14 Apr'20
9018,Inyt Technologies Private Limited,Category Management,Kolkata,Immediately,3 Months,5000-8000 /month,16 Mar'20,13 Apr'20
9019,Roots Research,Accounts,Bangalore,Immediately,3 Months,5000 /month,16 Mar'20,14 Apr'20
9020,Co-offiz,Operations,Delhi,Immediately,3 Months,5000 /month,16 Mar'20,14 Apr'20
9021,Mavenai Technologies LTD,Machine Learning (AWS),Work From Home,Immediately,2 Months,8000 /month,16 Mar'20,14 Apr'20
9022,Karan Gulia Enterprises,Social Media Marketing,Work From Home,Immediately,1 Month,1000 /month +  Incentives,16 Mar'20,14 Apr'20
9023,NividTech Online Services,Digital Marketing,Bangalore,Immediately,3 Months,8000-12000 /month,16 Mar'20,14 Apr'20
9024,Dimentics Info Tech Private Limited,Project Coordination,Delhi,Immediately,2 Months,8000-10000 /month,16 Mar'20,5 May'20
9025,Pinnacle Industries,Corporate Social Responsibility,Pune,Immediately,3 Months,5000 /month,16 Mar'20,14 Apr'20
9026,Woman Ambassadors,Media & PR,Kolkata,Immediately,2 Months,3000 /month,16 Mar'20,14 Apr'20
9027,WERP-India,Graphic Design,Work From Home,Immediately,2 Months,Unpaid,16 Mar'20,13 Apr'20
9028,Ditstek Innovations,Software Development (.NET/PHP),Chandigarh,Immediately,6 Months,7000 /month,16 Mar'20,14 Apr'20
9029,CueLearn,Content Writing,Bangalore,Immediately,6 Months,15000 /month,16 Mar'20,13 Apr'20
9030,Motivatebox,Cold Calling,Kolkata,Immediately,1 Month,3000 /month,16 Mar'20,14 Apr'20
9031,Menuwings Ventures Private Limited,Content Writing,Work From Home,Immediately,2 Months,1000-3500 /month,16 Mar'20,14 Apr'20
9032,Menuwings Ventures Private Limited,Business Development (Sales),Noida,Immediately,3 Months,5000 /month +  Incentives,16 Mar'20,14 Apr'20
9033,Motivatebox,Cold Calling,Work From Home,Immediately,3 Months,2000 /month,16 Mar'20,14 Apr'20
9034,ISN Business Solutions LLP,Executive Assistance,Mumbai,Immediately,6 Months,45000 /month,16 Mar'20,14 Apr'20
9035,IAppTunes,Software Testing,Chandigarh,Immediately,3 Months,7000-10000 /month,16 Mar'20,13 Apr'20
9036,IAppTunes,Mobile App Development,Kharar,Immediately,3 Months,7000-12000 /month,16 Mar'20,13 Apr'20
9037,IAppTunes,iOS App Development,Kharar,Immediately,3 Months,7000-12000 /month,16 Mar'20,13 Apr'20
9038,Cubic Communication,Digital Marketing,Work From Home,Immediately,1 Month,1500 /week,16 Mar'20,14 Apr'20
9039,TRAVELSOUK LLP,Business Development (Sales),Mumbai,Immediately,6 Months,2000 /month,16 Mar'20,14 Apr'20
9040,Ninad Pathak,Technical Content Writer,Work From Home,Immediately,2 Months,4000 /month,16 Mar'20,14 Apr'20
9041,Vedic Era,Content Writing,Work From Home,Immediately,2 Months,3000 /month,16 Mar'20,14 Apr'20
9042,Folkfactor Technologies,Human Resources (HR),Work From Home,Immediately,3 Months,5000 /month,16 Mar'20,14 Apr'20
9043,ADDS Corporation,Marketing,Pune,Immediately,3 Months,5000 /month,16 Mar'20,14 Apr'20
9044,Swarang Designs,Graphic Design,Work From Home,Immediately,2 Months,4000-6000 /month,16 Mar'20,14 Apr'20
9045,Get Me Rank,Business Development (Sales),Noida,Immediately,3 Months,8000 /month,16 Mar'20,14 Apr'20
9046,INCUBSENCE,Video Making/Editing,Delhi,Immediately,3 Months,5000 /month,16 Mar'20,14 Apr'20
9047,Swarang Designs,Digital Marketing,Faridabad,Immediately,3 Months,4000-6000 /month,16 Mar'20,14 Apr'20
9048,INCUBSENCE,Content Writing,Delhi,Immediately,3 Months,5000 /month,16 Mar'20,14 Apr'20
9049,Digital Fueled IT Private Limited,Web Development,Delhi,Immediately,6 Months,5000 /month,16 Mar'20,14 Apr'20
9050,Evavo Wellness & Solutions LLP,Digital Marketing,Mumbai,Immediately,3 Months,8000-15000 /month,16 Mar'20,30 Apr'20
9051,Millionth Mile,Digital Marketing,Visakhapatnam,Immediately,3 Months,5000 /month,16 Mar'20,13 Apr'20
9052,Bluecrane Design Solution,Interior Design,Delhi,Immediately,3 Months,3000 /month,16 Mar'20,13 Apr'20
9053,Cyperts Digital Solution,Business Development (Sales),Pune,Immediately,3 Months,5000-8000 /month,16 Mar'20,13 Apr'20
9054,Cyperts Digital Solution,Marketing,Pune,Immediately,3 Months,5000 /month,16 Mar'20,13 Apr'20
9055,Cyperts Digital Solution,Marketing,Pune,Immediately,3 Months,5000-8000 /month,16 Mar'20,13 Apr'20
9056,Cyperts Digital Solution,Digital Marketing,Pune,Immediately,3 Months,5000 /month,16 Mar'20,4 May'20
9057,Cyperts Digital Solution,Inside Sales,Pune,Immediately,3 Months,5000 /month,16 Mar'20,4 May'20
9058,Cyperts Digital Solution,Business Development (Sales),Pune,Immediately,3 Months,5000 /month,16 Mar'20,13 Apr'20
9059,Cyperts Digital Solution,UI/UX Design,Pune,Immediately,3 Months,5000 /month,16 Mar'20,13 Apr'20
9060,MyHoardings (Jugnoo Media Private Limited),Digital Marketing,Jaipur,Immediately,2 Months,7000 /month,16 Mar'20,13 Apr'20
9061,Editsoft Digital Private Limited,Digital Marketing,Noida,Immediately,3 Months,5000-6000 /month,16 Mar'20,13 Apr'20
9062,Humaci,Graphic Design,Bangalore,Immediately,3 Months,10000 /month,16 Mar'20,30 Apr'20
9063,Conscript HR Advisors Private Limited,Business Development (Sales),Work From Home,Immediately,1 Month,1000 /month,16 Mar'20,13 Apr'20
9064,Paragraph Technologies Private Limited,Mobile App Development,Work From Home,Immediately,2 Months,5000 /month,16 Mar'20,13 Apr'20
9065,Confederation Of Young Leaders (CYL),Content Writing,Work From Home,Immediately,1 Month,Unpaid,16 Mar'20,13 Apr'20
9066,Confederation Of Young Leaders (CYL),Graphic Design,Work From Home,Immediately,1 Month,Unpaid,16 Mar'20,13 Apr'20
9067,Confederation Of Young Leaders (CYL),Policy Research,Delhi,Immediately,1 Month,Unpaid,16 Mar'20,13 Apr'20
9068,"The Dreamer Designs, India",Graphic Design,Delhi,Immediately,6 Months,6000-10000 /month,16 Mar'20,14 Apr'20
9069,Pikkal & Company,Audio & Video Editing,Work From Home,Immediately,3 Months,5000 /month,16 Mar'20,14 Apr'20
9070,NUDRON IOT SOLUTIONS LLP,Embedded Systems,Mumbai,Immediately,3 Months,8000-12000 /month,16 Mar'20,30 Apr'20
9071,Cam India Productions,Business Development (Sales),Lucknow,Immediately,2 Months,4000 /month,16 Mar'20,14 Apr'20
9072,Reach Skyline,Digital Marketing,Chennai,Immediately,4 Months,2000 /month,16 Mar'20,14 Apr'20
9073,Reach Skyline,Social Media Management,Chennai,Immediately,4 Months,2000 /month,16 Mar'20,14 Apr'20
9074,My Nursing Academy,Mobile App Development,Work From Home,Immediately,1 Month,3000 /month,16 Mar'20,13 Apr'20
9075,SmartSight,Business Development (Sales),Hyderabad,Immediately,6 Months,5000-8000 /month,16 Mar'20,5 May'20
9076,LeaderShaala,Business Development (Sales),Ghaziabad,Immediately,6 Months,5000 /month +  Incentives,16 Mar'20,14 Apr'20
9077,New Emerging World Of Journalism,Communication Management,Mumbai,Immediately,6 Months,5000 /month,16 Mar'20,14 Apr'20
9078,Team Core,Event Management,Delhi,Immediately,3 Months,10000-16000 /month,16 Mar'20,14 Apr'20
9079,3leads,Human Resources (HR),Koramangala,Immediately,6 Months,8000 /month,16 Mar'20,14 Apr'20
9080,Lot Like Crêpes,Business Development (Sales),Bangalore,Immediately,2 Months,3000-6000 /month,16 Mar'20,14 Apr'20
9081,Bombay Softwares,Web Development,Ahmedabad,Immediately,4 Months,7000-14000 /month,16 Mar'20,14 Apr'20
9082,Alexis Infosolutions,WordPress Development,Noida,Immediately,2 Months,6000 /month,16 Mar'20,14 Apr'20
9083,Appther Technologies Private Limited,Graphic Design,Noida,Immediately,6 Months,5000 /month,16 Mar'20,14 Apr'20
9084,Filmy Curry Private Limited,Interior Design,Indore,Immediately,2 Months,2000 /month,16 Mar'20,5 May'20
9085,Coviam Technology And Services Private Limited,Telesales & Marketing,Mumbai,Immediately,6 Months,20000 /month,16 Mar'20,14 Apr'20
9086,Yulu,Marketing,Ahmedabad,Immediately,3 Months,10000 /month,16 Mar'20,14 Apr'20
9087,ZingHR,Human Resources (HR),Malad,Immediately,6 Months,15000 /month,16 Mar'20,14 Apr'20
9088,Rothshield Medical Services Private Limited,Business Development (Sales),Patna,Immediately,6 Months,8000-10000 /month,16 Mar'20,14 Apr'20
9089,Sweekar Info Media,Content Writing,Work From Home,Immediately,3 Months,5000 /month,16 Mar'20,14 Apr'20
9090,Precisely,Content Writing,Work From Home,Immediately,3 Months,10000-20000 /month,16 Mar'20,14 Apr'20
9091,Bigthinx Software Private Limited,Graphic Design,Bangalore,Immediately,4 Months,5000-10000 /month,16 Mar'20,30 Apr'20
9092,Infinity Ladder,Business Development (Sales),Bangalore,Immediately,1 Month,2000 /month +  Incentives,16 Mar'20,14 Apr'20
9093,Asmi,Creative Movement Therapy,Delhi,Immediately,3 Months,2000 /month,16 Mar'20,14 Apr'20
9094,Filium Enterprises,Human Resources (HR),Work From Home,Immediately,1 Month,10000 /month,16 Mar'20,5 May'20
9095,TechnoYantra,Robotics,Work From Home,Immediately,3 Months,10000-15000 /month,16 Mar'20,30 Apr'20
9096,Cognate Media,Graphic Design,Hyderabad,Immediately,2 Months,5000-8000 /month,16 Mar'20,13 Apr'20
9097,LiquidStone,Mobile App Development,Chennai,Immediately,6 Months,7000-14000 /month,16 Mar'20,5 May'20
9098,Joy Sublimation,Marketing,Work From Home,Immediately,2 Months,3000 /month,16 Mar'20,14 Apr'20
9099,Tarent,Law/Legal,Delhi,Immediately,2 Months,Unpaid,16 Mar'20,14 Apr'20
9100,Hack Planet Technologies Private Limited,Web Development,Work From Home,Immediately,6 Months,5000-10000 /month,16 Mar'20,13 Apr'20
9101,Atlantic Publishers and Distributors,Graphic Design,Delhi,Immediately,6 Months,10000 /month,16 Mar'20,14 Apr'20
9102,The Bulletin Boards,Content Writing,Work From Home,Immediately,6 Months,1700-1800 /month,16 Mar'20,14 Apr'20
9103,TONZ INNOVATION (OPC) PRIVATE LIMITED,Business Development (Sales),Gwalior,Immediately,1 Month,3500 /month,16 Mar'20,13 Apr'20
9104,Fermwell Foods Private Limited,Chef,Mumbai,Immediately,3 Months,6000-8000 /month,16 Mar'20,14 Apr'20
9105,Cook With Parul,Graphic Design,Bangalore,Immediately,6 Months,8000 /month,16 Mar'20,5 May'20
9106,Niftal,Graphic Design,Mumbai,Immediately,6 Months,10000 /month +  Incentives,16 Mar'20,14 Apr'20
9107,Imparity Software,Business Analytics,Delhi,Immediately,6 Months,3000 /month,16 Mar'20,5 May'20
9108,You N Society,Teaching (Computer),Kolkata,Immediately,6 Months,Unpaid,16 Mar'20,14 Apr'20
9109,Pcds Infotech,General Management,Thane,Immediately,3 Months,5000-10000 /month,16 Mar'20,14 Apr'20
9110,Adroitors,Operations,Work From Home,Immediately,3 Months,5000 /month,16 Mar'20,14 Apr'20
9111,F5 Multimedia Studio Private Limited,Video Making/Editing,Noida,Immediately,3 Months,10000-12000 /month,16 Mar'20,13 Apr'20
9112,Dyeus,Video Editing,Work From Home,Immediately,1 Month,20000 /month,16 Mar'20,14 Apr'20
9113,The Bulletin Boards,Content Writing,Work From Home,Immediately,6 Months,1700-1800 /month,16 Mar'20,13 Apr'20
9114,Khamelia Software Private Limited,YouTube Management,Noida,Immediately,2 Months,5000 /month,16 Mar'20,14 Apr'20
9115,INCUBSENCE,Web Development,Delhi,Immediately,3 Months,5000 /month,16 Mar'20,14 Apr'20
9116,Dyeus,Graphic Design,Work From Home,Immediately,3 Months,10000-20000 /month,16 Mar'20,14 Apr'20
9117,VR GAMEZONE,Graphic Design,Mumbai,Immediately,6 Months,15000 /month,16 Mar'20,14 Apr'20
9118,Fundscoop Advisors Private Limited,Marketing,Kolkata,Immediately,3 Months,7000 /month,16 Mar'20,14 Apr'20
9119,Fundscoop Advisors Private Limited,Accounts,Kolkata,Immediately,3 Months,7000 /month,16 Mar'20,14 Apr'20
9120,MTOAG Technologies,Business Development (Sales),Jaipur,Immediately,6 Months,8000 /month,16 Mar'20,14 Apr'20
9121,Gleecus Techlabs Private Limited,Content Writing,Hyderabad,Immediately,2 Months,7000 /month,16 Mar'20,14 Apr'20
9122,Tapasya Pratishthan,Social Media Marketing,Work From Home,Immediately,2 Months,1000 /month,16 Mar'20,14 Apr'20
9123,Lean Quality Solution Private Limited,UI/UX Design,Pune,Immediately,3 Months,8000 /month,16 Mar'20,14 Apr'20
9124,Lean Quality Solution Private Limited,Graphic Design,Pune,Immediately,3 Months,8000 /month,16 Mar'20,14 Apr'20
9125,Mind Mapperz,Teaching (Robotics),Lucknow,Immediately,6 Months,7000 /month,16 Mar'20,14 Apr'20
9126,Dailymyshopping,Content Writing,Work From Home,Immediately,2 Months,1000 /month,16 Mar'20,13 Apr'20
