,Name,Type,Score,Score Rank,Popularity Rank,Air Date,Studio,Num. of episodes,Genres,Theme(s),Demographic
1454,Planetarian: Chiisana Hoshi no Yume,ONA,7.56,1455,1895,"Jul 7, 2016 to Aug 4, 2016",['David Production'],5,"['Drama', 'Sci-Fi']",['None'],None
1455,Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow,Movie,7.56,1456,767,"Oct 6, 2018",['White Fox'],1,['Fantasy'],['Isekai'],None
1456,Shounen Onmyouji,TV,7.56,1457,2558,"Oct 3, 2006 to Mar 13, 2007",['Studio Deen'],26,"['Action', 'Fantasy', 'Supernatural']","['Historical', 'Mythology']",Shoujo
1457,Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi,Movie,7.56,1458,4729,"Mar 4, 1995",['Toei Animation'],1,['Sports'],"['School', 'Team Sports']",Shounen
1458,Sword Art Online: Alicization,TV,7.56,1459,144,"Oct 7, 2018 to Mar 31, 2019",['A-1 Pictures'],24,"['Action', 'Adventure', 'Fantasy']",['Video Game'],None
1459,Tamayura: More Aggressive,TV,7.56,1460,4289,"Jul 3, 2013 to Sep 18, 2013",['TYO Animations'],12,"['Comedy', 'Drama', 'Slice of Life']","['CGDCT', 'Iyashikei']",None
1460,Uchiage Hanabi,Music,7.56,1461,4365,"Aug 9, 2017",['Shaft'],1,['None'],['Music'],None
1461,Uchuu Patrol Luluco,TV,7.56,1462,1350,"Apr 1, 2016 to Jun 24, 2016",['Trigger'],13,"['Action', 'Adventure', 'Comedy']",['Space'],None
1462,Un-Go: Inga-ron,Movie,7.56,1463,3148,"Nov 19, 2011",['Bones'],1,"['Mystery', 'Supernatural']",['None'],None
1463,Wakakusa Monogatari: Nan to Jo-sensei,TV,7.56,1464,6870,"Jan 17, 1993 to Dec 19, 1993",['Nippon Animation'],40,"['Drama', 'Slice of Life']","['Historical', 'School']",None
1464,Yama no Susume Second Season,TV,7.56,1465,3480,"Jul 9, 2014 to Dec 24, 2014",['8bit'],24,"['Adventure', 'Comedy', 'Slice of Life']","['CGDCT', 'Iyashikei']",None
1465,Aa! Megami-sama!: Sorezore no Tsubasa,TV,7.56,1466,2328,"Apr 7, 2006 to Sep 15, 2006",['AIC'],22,"['Comedy', 'Romance', 'Supernatural']",['None'],Seinen
1466,Bakuten!!,TV,7.56,1467,1908,"Apr 9, 2021 to Jun 25, 2021",['Zexcs'],12,['Sports'],['None'],None
1467,Basilisk: Kouga Ninpou Chou,TV,7.56,1468,1104,"Apr 13, 2005 to Sep 21, 2005",['Gonzo'],24,"['Action', 'Adventure', 'Fantasy', 'Romance', 'Supernatural']","['Historical', 'Samurai']",None
1468,Black Jack 21,TV,7.56,1469,5117,"Apr 10, 2006 to Sep 4, 2006",['Tezuka Productions'],17,"['Action', 'Drama']",['Medical'],None
1469,Chuunibyou demo Koi ga Shitai! Ren,TV,7.56,1470,235,"Jan 9, 2014 to Mar 27, 2014",['Kyoto Animation'],12,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",['School'],None
1470,Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,Movie,7.56,1471,1387,"Mar 4, 1995",['Toei Animation'],1,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",['None'],Shounen
1471,Free! Movie 1: Timeless Medley - Kizuna,Movie,7.56,1472,2916,"Apr 22, 2017",['Kyoto Animation'],1,['Sports'],['School'],None
1472,Free!: Dive to the Future - Soushun no Build-up!,Special,7.56,1473,4325,"Jun 23, 2018",['Kyoto Animation'],1,['Comedy'],['School'],None
1473,Gensoumaden Saiyuuki,TV,7.56,1474,2595,"Apr 4, 2000 to Mar 27, 2001",['Studio Pierrot'],50,"['Action', 'Adventure', 'Comedy', 'Drama', 'Supernatural']",['Mythology'],Shounen
1474,Hakumei no Tsubasa,ONA,7.56,1475,4305,"Jan 15, 2020 to Aug 6, 2020","['Studio Colorido', '            FILMONY']",7,"['Action', 'Adventure', 'Comedy', 'Fantasy']",['None'],Kids
1475,Hakumei to Mikochi: Neji to Bed to Irori to Bakuchi,Special,7.56,1476,6228,"Jun 27, 2018",['Lerche'],1,"['Fantasy', 'Slice of Life']",['Iyashikei'],Seinen
1476,Hokuto no Ken 2,TV,7.56,1477,3598,"Mar 12, 1987 to Feb 18, 1988",['Toei Animation'],43,"['Action', 'Drama']","['Martial Arts', 'Super Power']",None
1477,Hokuto no Ken: Raoh Gaiden Gekitou-hen,Movie,7.56,1478,5710,"Apr 28, 2007",['Toei Animation'],1,"['Action', 'Adventure', 'Romance']",['Martial Arts'],None
1478,Hungry Heart: Wild Striker,TV,7.56,1479,3952,"Sep 11, 2002 to Sep 10, 2003",['Nippon Animation'],52,"['Comedy', 'Slice of Life', 'Sports']",['Team Sports'],Shounen
1479,Initial D Battle Stage,OVA,7.56,1480,3300,"May 15, 2002",['Pastel'],1,"['Action', 'Drama']",['Racing'],Seinen
1480,Inu x Boku SS Special,Special,7.56,1481,1907,"Sep 26, 2012",['David Production'],1,"['Comedy', 'Supernatural']",['None'],Shounen
1481,InuYasha Movie 1: Toki wo Koeru Omoi,Movie,7.56,1482,1803,"Dec 22, 2001",['Sunrise'],1,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance', 'Supernatural']","['Historical', 'Mythology', 'Time Travel']",Shounen
1482,Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,TV,7.56,1483,442,"Jan 8, 2020 to Mar 25, 2020",['SILVER LINK.'],12,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",['Video Game'],None
1483,Aa! Megami-sama! Movie,Movie,7.55,1484,2955,"Oct 21, 2000",['AIC'],1,"['Comedy', 'Romance', 'Supernatural']",['None'],Seinen
1484,Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,Movie,7.55,1485,3069,"Dec 23, 1995","['Toei Animation', '            Production Reed']",1,['Drama'],['Mahou Shoujo'],Shoujo
1485,Darker than Black: Kuro no Keiyakusha - Sakura no Hana no Mankai no Shita,Special,7.55,1486,1389,"Mar 26, 2008",['Bones'],1,"['Comedy', 'Sci-Fi']",['Parody'],None
1486,Date A Bullet: Dead or Bullet,Movie,7.55,1487,1928,"Aug 14, 2020",['GEEK TOYS'],1,"['Action', 'Sci-Fi']",['Isekai'],None
1487,Doraemon Movie 07: Nobita to Tetsujin Heidan,Movie,7.55,1488,6463,"Mar 15, 1986",['None'],1,"['Adventure', 'Comedy', 'Fantasy']",['Mecha'],None
1488,Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,Special,7.55,1489,1827,"Oct 17, 1990",['Toei Animation'],1,"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",['None'],Shounen
1489,Fairy Tail: Final Series,TV,7.55,1490,420,"Oct 7, 2018 to Sep 29, 2019","['A-1 Pictures', '            Bridge', '            CloverWorks']",51,"['Action', 'Adventure', 'Fantasy']",['None'],Shounen
1490,Giant Killing,TV,7.55,1491,2282,"Apr 4, 2010 to Sep 26, 2010",['Studio Deen'],26,"['Drama', 'Sports']",['Team Sports'],Seinen
1491,Ginga Tetsudou 999 (Movie),Movie,7.55,1492,4424,"Aug 4, 1979",['Toei Animation'],1,"['Adventure', 'Drama', 'Fantasy', 'Sci-Fi']",['Space'],None
1492,Hello! Lady Lynn,TV,7.55,1493,8128,"May 12, 1988 to Jan 26, 1989",['Toei Animation'],36,['Drama'],['None'],Shoujo
1493,Heya Camp△: Sauna to Gohan to Sanrin Bike,Special,7.55,1494,4703,"May 27, 2020",['C-Station'],1,"['Comedy', 'Slice of Life']",['Iyashikei'],None
1494,InuYasha Movie 4: Guren no Houraijima,Movie,7.55,1495,1918,"Dec 23, 2004",['Sunrise'],1,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance', 'Supernatural']","['Historical', 'Mythology', 'Time Travel']",Shounen
1495,Jigoku Sensei Nube,TV,7.55,1496,4389,"Apr 13, 1996 to Jun 21, 1997",['Toei Animation'],49,"['Adventure', 'Comedy', 'Horror', 'Romance', 'Supernatural']",['School'],Shounen
1496,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen OVA,OVA,7.55,1497,1131,"May 19, 2021",['A-1 Pictures'],1,"['Comedy', 'Ecchi']","['Romantic Subtext', 'School']",Seinen
1497,Kaitou Saint Tail,TV,7.55,1498,4383,"Oct 12, 1995 to Sep 12, 1996",['TMS Entertainment'],43,"['Adventure', 'Romance']",['None'],Shoujo
1498,"Katekyo Hitman Reborn! Vongola Family Soutoujou! Vongola Shiki Shuugakuryokou, Kuru!!",ONA,7.55,1499,3606,Mar 2010,['Artland'],1,['Comedy'],['None'],Shounen
1499,Kidou Keisatsu Patlabor the Movie,Movie,7.55,1500,3004,"Jul 15, 1989","['Production I.G', '            Studio Deen']",1,['Drama'],"['Detective', 'Mecha', 'Military']",None
1500,Kidou Keisatsu Patlabor: New OVA,OVA,7.55,1501,5790,"Nov 22, 1990 to Apr 23, 1992",['Sunrise'],16,"['Comedy', 'Sci-Fi']","['Detective', 'Mecha']",None
1501,Kuroko no Basket: Baka ja Katenai no yo!,OVA,7.55,1502,2676,"Dec 4, 2013",['Production I.G'],1,['Sports'],"['School', 'Team Sports']",Shounen
1502,Majo no Tabitabi,TV,7.55,1503,589,"Oct 2, 2020 to Dec 18, 2020",['C2C'],12,"['Adventure', 'Fantasy']",['None'],None
1503,Mashiro no Oto,TV,7.55,1504,1417,"Apr 3, 2021 to Jun 19, 2021",['Shin-Ei Animation'],12,"['Drama', 'Slice of Life']","['Music', 'School']",Shounen
1504,Mitsudomoe,TV,7.55,1505,1739,"Jul 3, 2010 to Sep 26, 2010",['Bridge'],13,"['Comedy', 'Slice of Life']","['Gag Humor', 'School']",None
1505,Mitsudomoe: Oppai Ippai Mama Genki,Special,7.55,1506,4428,"Feb 23, 2011",['Bridge'],1,"['Comedy', 'Slice of Life']","['Gag Humor', 'School']",None
1506,One Piece Movie 04: Dead End no Bouken,Movie,7.55,1507,1901,"Mar 1, 2003",['Toei Animation'],1,"['Action', 'Adventure', 'Fantasy']",['None'],Shounen
1507,Over Drive,TV,7.55,1508,2879,"Apr 4, 2007 to Sep 26, 2007",['Xebec'],26,['Sports'],['None'],Shounen
1508,Perrine Monogatari,TV,7.54,1524,7207,"Jan 1, 1978 to Dec 31, 1978",['Nippon Animation'],53,"['Drama', 'Slice of Life']",['Historical'],Shoujo
1509,Persona 3 the Movie 1: Spring of Birth,Movie,7.55,1509,1654,"Nov 23, 2013",['AIC ASTA'],1,"['Action', 'Fantasy', 'Supernatural']",['None'],None
1510,Re:Creators,TV,7.55,1510,416,"Apr 8, 2017 to Sep 16, 2017",['TROYCA'],22,"['Action', 'Fantasy', 'Sci-Fi']",['Mecha'],None
1511,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,Movie,7.55,1511,2682,"Dec 20, 1997",['Gallop'],1,['Drama'],"['Historical', 'Samurai']",Shounen
1512,Shin Tennis no Ouji-sama,TV,7.55,1512,2472,"Jan 5, 2012 to Mar 29, 2012","['Production I.G', '            M.S.C']",13,['Sports'],['School'],Shounen
1513,Shoubushi Densetsu Tetsuya,TV,7.55,1513,5880,"Oct 7, 2000 to Mar 24, 2001",['Toei Animation'],20,['None'],"['Historical', 'Strategy Game']",Shounen
1514,Shoukoku no Altair,TV,7.55,1514,2211,"Jul 8, 2017 to Dec 23, 2017",['MAPPA'],24,"['Adventure', 'Drama', 'Fantasy']","['Historical', 'Military']",Shounen
1515,To LOVE-Ru Darkness OVA,OVA,7.55,1515,1466,"Aug 17, 2012 to Apr 3, 2015",['Xebec'],6,"['Comedy', 'Romance', 'Sci-Fi', 'Ecchi']","['Harem', 'School']",Shounen
1516,Toaru Majutsu no Index II,TV,7.55,1516,428,"Oct 8, 2010 to Apr 1, 2011",['J.C.Staff'],24,"['Action', 'Sci-Fi']",['Super Power'],None
1517,Tonari no Seki-kun,TV,7.55,1517,945,"Jan 6, 2014 to May 26, 2014",['Shin-Ei Animation'],21,['Comedy'],['School'],Seinen
1518,Towa no Quon 4: Guren no Shoushin,Movie,7.55,1518,3264,"Sep 10, 2011",['Bones'],1,"['Action', 'Sci-Fi', 'Supernatural']",['Super Power'],None
1519,"Yondemasu yo, Azazel-san. Z",TV,7.55,1519,3199,"Apr 7, 2013 to Jun 30, 2013",['Production I.G'],13,"['Comedy', 'Supernatural']","['Gag Humor', 'Mythology']",None
1520,Yuru Camp△ Specials,Special,7.55,1520,2718,"Mar 28, 2018 to Jul 25, 2018",['C-Station'],3,"['Comedy', 'Slice of Life']","['CGDCT', 'Iyashikei']",None
1521,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 1 - Tomodachi,Movie,7.55,1521,4869,"Mar 18, 2017",['Studio Gokumi'],1,"['Drama', 'Fantasy', 'Slice of Life']",['Mahou Shoujo'],None
1522,Mekakucity Records,Music,7.54,1522,6160,"May 29, 2013",['None'],3,['Sci-Fi'],"['Music', 'Psychological']",None
1523,Muteki-kyuu*Believer / Mirai Harmony,Music,7.54,1523,8911,"Jul 29, 2020",['Sunrise'],1,['None'],"['Idols (Female)', 'Music']",None
1524,Pretty Rhythm: Rainbow Live,TV,7.54,1525,5174,"Apr 6, 2013 to Mar 29, 2014","['Tatsunoko Production', '            Dongwoo A&E']",51,"['Slice of Life', 'Sports']","['Idols (Female)', 'Music']",Shoujo
1525,Princess Principal: Crown Handler Movie 1,Movie,7.54,1526,3150,"Feb 11, 2021",['Actas'],1,"['Action', 'Mystery']",['Historical'],None
1526,R.O.D: The TV,TV,7.54,1527,2266,"Sep 1, 2003 to Mar 16, 2004",['J.C.Staff'],26,"['Action', 'Adventure', 'Comedy', 'Drama', 'Sci-Fi']",['Super Power'],None
1527,Slam Dunk: Zenkoku Seiha Da! - Sakuragi Hanamichi,Movie,7.54,1528,4740,"Aug 20, 1994",['Toei Animation'],1,['Sports'],"['School', 'Team Sports']",Shounen
1528,So Ra No Wo To,TV,7.54,1529,1265,"Jan 5, 2010 to Mar 23, 2010",['A-1 Pictures'],12,"['Sci-Fi', 'Slice of Life']","['Iyashikei', 'Military', 'Music']",None
1529,Taiho Shichau zo (TV),TV,7.54,1530,3626,"Oct 5, 1996 to Sep 27, 1997",['Studio Deen'],47,"['Action', 'Comedy']","['Detective', 'Workplace']",Seinen
1530,Tian Bao Fuyao Lu,ONA,7.54,1531,6667,"Jul 5, 2020 to Sep 20, 2020",['Sparkly Key Animation Studio'],13,"['Action', 'Fantasy']",['Historical'],None
1531,To LOVE-Ru Darkness 2nd OVA,OVA,7.54,1532,2048,"Jan 4, 2016 to Dec 2, 2016",['Xebec'],3,"['Comedy', 'Romance', 'Sci-Fi', 'Ecchi']","['Harem', 'School']",Shounen
1532,Tokyo Autumn Session,Music,7.54,1533,6686,"Jan 24, 2020",['CloverWorks'],1,['None'],['Music'],None
1533,Voy@ger,ONA,7.54,1534,8922,"Aug 25, 2021","['Khara', '            CloverWorks']",1,['Sci-Fi'],"['Idols (Female)', 'Idols (Male)', 'Music']",None
1534,Xingchen Bian,ONA,7.54,1535,6858,"Oct 5, 2018 to Dec 14, 2018",['Shanghai Foch Film and TV Culture Investment'],12,"['Action', 'Adventure', 'Fantasy', 'Romance']","['Historical', 'Martial Arts']",None
1535,Yao Shen Ji: Ying Yao Pian,ONA,7.54,1536,6380,"Sep 25, 2018 to Feb 8, 2019",['Ruo Hong Culture'],40,"['Action', 'Adventure', 'Fantasy', 'Romance']","['Martial Arts', 'Mythology']",None
1536,Afro Samurai Movie,Movie,7.54,1537,2391,"Oct 27, 2007",['Gonzo'],1,"['Action', 'Adventure']","['Gore', 'Samurai']",None
1537,Aikatsu Stars!,TV,7.54,1538,4448,"Apr 7, 2016 to Mar 29, 2018",['Bandai Namco Pictures'],100,['Slice of Life'],"['Idols (Female)', 'Music', 'School']",Shoujo
1538,Baka to Test to Shoukanjuu,TV,7.54,1539,286,"Jan 7, 2010 to Apr 1, 2010",['SILVER LINK.'],13,"['Comedy', 'Romance']","['Love Polygon', 'School']",None
1539,Boku no Hero Academia the Movie 2: Heroes:Rising - Epilogue Plus - Yume wo Genjitsu ni,Special,7.54,1540,3097,"Jul 15, 2020",['Bones'],1,['Comedy'],['None'],None
1540,Candy Candy,TV,7.54,1541,3653,"Oct 1, 1976 to Feb 2, 1979",['Toei Animation'],115,"['Drama', 'Slice of Life']",['None'],Shoujo
1541,Densetsu no Yuusha no Densetsu,TV,7.54,1542,707,"Jul 2, 2010 to Dec 17, 2010",['Zexcs'],24,"['Action', 'Adventure', 'Fantasy']",['None'],Shounen
1542,Durarara!!x2 Ten: Onoroke Chakapoko,Special,7.54,1543,2667,"Jan 27, 2016",['Shuka'],1,"['Action', 'Mystery', 'Supernatural']",['None'],None
1543,Fugou Keiji: Balance:Unlimited,TV,7.53,1567,526,"Apr 10, 2020 to Sep 25, 2020",['CloverWorks'],11,"['Comedy', 'Mystery']",['Detective'],None
1544,Haikyuu!! Tokushuu! Haru-kou Volley ni Kaketa Seishun,OVA,7.54,1544,3368,"Aug 4, 2017",['Production I.G'],1,['Sports'],"['School', 'Team Sports']",Shounen
1545,Hataraku Saibou Black (TV),TV,7.54,1545,1001,"Jan 10, 2021 to Mar 19, 2021",['LIDENFILMS'],13,"['Action', 'Drama']","['Anthropomorphic', 'Educational', 'Medical']",Seinen
1546,Hibike! Euphonium Movie 1: Kitauji Koukou Suisougaku-bu e Youkoso,Movie,7.54,1546,3724,"Apr 23, 2016",['Kyoto Animation'],1,['None'],"['Music', 'Performing Arts', 'School']",None
1547,Hoshi wo Ou Kodomo,Movie,7.54,1547,1007,"May 7, 2011",['CoMix Wave Films'],1,"['Adventure', 'Fantasy', 'Romance']",['None'],None
1548,Huyao Xiao Hongniang: Wangquan Fugui,ONA,7.54,1548,5029,"Jan 8, 2016 to Apr 15, 2016",['Haoliners Animation League'],14,"['Comedy', 'Romance', 'Supernatural']",['Historical'],None
1549,Ike! Ina-chuu Takkyuubu,TV,7.54,1549,4607,"Apr 6, 1995 to Sep 28, 1995",['Grouper Productions'],26,"['Comedy', 'Ecchi']","['Gag Humor', 'School']",None
1550,Junjou Romantica,TV,7.54,1551,821,"Apr 11, 2008 to Jun 27, 2008",['Studio Deen'],12,"['Boys Love', 'Comedy', 'Drama', 'Romance']",['None'],None
1551,Kemono Friends,TV,7.54,1552,2071,"Jan 11, 2017 to Mar 29, 2017",['Yaoyorozu'],12,"['Adventure', 'Comedy', 'Fantasy']","['Anthropomorphic', 'Iyashikei']",None
1552,Kimagure Orange☆Road,TV,7.54,1553,2903,"Apr 6, 1987 to Mar 7, 1988",['Studio Pierrot'],48,"['Comedy', 'Drama', 'Romance', 'Slice of Life']","['School', 'Super Power']",Shounen
1553,Koutetsujou no Kabaneri Movie 2: Moeru Inochi,Movie,7.54,1554,2902,"Jan 7, 2017",['Wit Studio'],1,"['Action', 'Drama', 'Fantasy', 'Horror', 'Supernatural']",['None'],None
1554,Liang Bu Yi,ONA,7.54,1555,7789,"Apr 30, 2021 to Nov 10, 2021",['Paper Plane Animation Studio'],24,"['Comedy', 'Romance']",['Historical'],None
1555,Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note Special,Special,7.54,1556,4450,"Dec 31, 2021",['TROYCA'],1,"['Fantasy', 'Mystery', 'Supernatural']",['None'],None
1556,Love Live! Nijigasaki Gakuen School Idol Doukoukai,TV,7.54,1557,2349,"Oct 3, 2020 to Dec 26, 2020",['Sunrise'],13,['Slice of Life'],"['Idols (Female)', 'Music', 'School']",None
1557,Amaama to Inazuma,TV,7.53,1558,688,"Jul 5, 2016 to Sep 20, 2016",['TMS Entertainment'],12,"['Comedy', 'Gourmet', 'Slice of Life']","['Childcare', 'Iyashikei']",Seinen
1558,Asobi Asobase: Cosplay Taikai/Otona no Watashi e,OVA,7.53,1559,2896,"Dec 26, 2018",['Lerche'],1,"['Comedy', 'Drama']","['Gag Humor', 'School']",Seinen
1559,Cike Wu Liuqi Fanwai,ONA,7.53,1560,4707,"Aug 1, 2018 to Aug 22, 2018",['None'],4,"['Action', 'Comedy', 'Drama', 'Mystery', 'Romance']","['Martial Arts', 'Super Power']",None
1560,D-Frag!,TV,7.53,1561,511,"Jan 7, 2014 to Mar 25, 2014","[""Brain's Base""]",12,['Comedy'],"['School', 'Strategy Game']",Seinen
1561,Denpa-teki na Kanojo,OVA,7.53,1562,1339,"Feb 4, 2009 to Dec 4, 2009","[""Brain's Base""]",2,"['Mystery', 'Suspense']",['School'],None
1562,Drifters (OVA),OVA,7.53,1563,2171,"Dec 23, 2017",['Hoods Drifters Studio'],2,"['Action', 'Adventure', 'Comedy', 'Fantasy']","['Historical', 'Isekai', 'Samurai']",Seinen
1563,Fairy Tail Movie 2: Dragon Cry,Movie,7.53,1564,1162,"May 6, 2017",['A-1 Pictures'],1,"['Action', 'Adventure', 'Fantasy']",['None'],Shounen
1564,Fate/kaleid liner Prisma☆Illya 3rei!!,TV,7.53,1565,1569,"Jul 6, 2016 to Sep 21, 2016",['SILVER LINK.'],12,"['Action', 'Comedy', 'Fantasy']",['Mahou Shoujo'],None
1565,Final Fantasy VII: Advent Children - Venice Film Festival Footage,Movie,7.53,1566,5266,"Sep 14, 2005",['None'],1,"['Action', 'Drama', 'Fantasy', 'Sci-Fi']",['None'],None
1566,Fugou Keiji: Balance:Unlimited,TV,7.53,1567,526,"Apr 10, 2020 to Sep 25, 2020",['CloverWorks'],11,"['Comedy', 'Mystery']",['Detective'],None
1567,Fullmetal Alchemist: The Conqueror of Shamballa,Movie,7.53,1568,613,"Jul 23, 2005",['Bones'],1,"['Comedy', 'Drama', 'Fantasy']","['Historical', 'Military']",Shounen
1568,Golgo 13 (TV),TV,7.53,1569,3034,"Apr 12, 2008 to Mar 28, 2009",['The Answer Studio'],50,"['Action', 'Adventure', 'Drama', 'Suspense']",['Adult Cast'],Seinen
1569,Hayate no Gotoku!,TV,7.53,1570,917,"Apr 1, 2007 to Mar 30, 2008",['SynergySP'],52,"['Action', 'Comedy', 'Romance']","['Harem', 'Parody']",Shounen
1570,Hello World,Movie,7.53,1571,1002,"Sep 20, 2019",['Graphinica'],1,"['Drama', 'Romance', 'Sci-Fi']",['None'],None
1571,Heroic Age,TV,7.53,1572,1676,"Apr 2, 2007 to Oct 1, 2007",['Xebec'],26,"['Action', 'Sci-Fi']","['Mecha', 'Military', 'Space']",None
1572,Hidamari Sketch Specials,Special,7.53,1573,4254,"Oct 18, 2007",['Shaft'],2,"['Comedy', 'Slice of Life']","['CGDCT', 'Iyashikei', 'School', 'Visual Arts']",Seinen
1573,Journey: Taiko Arabia Hantou de no Kiseki to Tatakai no Monogatari,Movie,7.53,1574,5661,"Jun 25, 2021","['Toei Animation', '            Yokohama Animation Lab']",1,"['Action', 'Adventure']",['None'],None
1574,Kindaichi Shounen no Jikenbo Returns,TV,7.53,1575,4502,"Apr 5, 2014 to Sep 27, 2014",['Toei Animation'],25,['Mystery'],['None'],Shounen
1575,Konjiki no Gash Bell!!,TV,7.53,1576,1563,"Apr 6, 2003 to Mar 26, 2006",['Toei Animation'],150,"['Adventure', 'Comedy', 'Supernatural']",['Mythology'],Shounen
1576,Koutetsujou no Kabaneri Movie 1: Tsudou Hikari,Movie,7.53,1577,2882,"Dec 31, 2016",['Wit Studio'],1,"['Action', 'Drama', 'Fantasy', 'Horror', 'Supernatural']",['None'],None
1577,"Kuroshitsuji: Sono Shitsuji, Kougyou",Special,7.53,1578,1646,"Sep 30, 2009",['A-1 Pictures'],1,"['Comedy', 'Supernatural']","['Historical', 'Mythology']",Shounen
1578,Mahou Shoujo Lyrical Nanoha: Detonation,Movie,7.53,1579,6143,"Oct 19, 2018",['Seven Arcs Pictures'],1,"['Action', 'Comedy', 'Drama']","['Mahou Shoujo', 'Super Power']",None
1579,Metropolis,Movie,7.53,1580,1826,"May 26, 2001",['Madhouse'],1,"['Adventure', 'Drama', 'Romance', 'Sci-Fi']",['Detective'],Shounen
1580,Naruto: Shippuuden - Sunny Side Battle,Special,7.53,1581,2347,"Oct 6, 2013",['Studio Pierrot'],1,"['Comedy', 'Fantasy', 'Gourmet']",['None'],Shounen
1581,Ojiisan no Lamp,Movie,7.53,1582,4258,"Mar 5, 2011",['Telecom Animation Film'],1,['Drama'],['Historical'],None
1582,Saki Achiga-hen: Episode of Side-A Specials,Special,7.53,1583,4890,"Feb 20, 2013 to Aug 21, 2013",['Studio Gokumi'],4,['Slice of Life'],"['School', 'Strategy Game']",None
1583,Sengoku Basara Ni,TV,7.53,1584,2259,"Jul 11, 2010 to Sep 26, 2010",['Production I.G'],12,['Action'],"['Historical', 'Martial Arts', 'Samurai', 'Super Power']",None
1584,Shion no Ou,TV,7.53,1585,3438,"Oct 14, 2007 to Mar 23, 2008",['Studio Deen'],22,"['Drama', 'Mystery', 'Suspense']",['Strategy Game'],None
1585,So Ra No Wo To Specials,Special,7.53,1586,3737,"Jun 23, 2010 to Sep 22, 2010",['A-1 Pictures'],2,"['Sci-Fi', 'Slice of Life']","['Iyashikei', 'Military', 'Music']",None
1586,The Big O,TV,7.53,1587,1927,"Oct 13, 1999 to Mar 27, 2003",['Sunrise'],26,"['Action', 'Mystery', 'Sci-Fi']","['Mecha', 'Psychological']",None
1587,Toriko,TV,7.53,1588,1524,"Apr 3, 2011 to Mar 30, 2014",['Toei Animation'],147,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Gourmet']",['None'],Shounen
1588,Totsukuni no Shoujo,OVA,7.53,1589,3088,"Sep 10, 2019",['Wit Studio'],1,['Supernatural'],['None'],Shounen
1589,Tsubasa Chronicle,TV,7.53,1590,908,"Apr 9, 2005 to Oct 15, 2005",['Bee Train'],26,"['Action', 'Adventure', 'Fantasy', 'Romance', 'Supernatural']",['None'],Shounen
1590,UFO Robo Grendizer,TV,7.53,1591,5473,"Oct 5, 1975 to Feb 27, 1977",['Toei Animation'],74,['Sci-Fi'],['Mecha'],Shounen
1591,Mekakucity Days,Music,7.52,1592,5651,"May 30, 2012",['None'],5,['Sci-Fi'],"['Music', 'Psychological']",None
1592,Nanatsu no Taizai OVA,OVA,7.52,1593,1100,"Jun 17, 2015 to Aug 12, 2015",['A-1 Pictures'],2,"['Action', 'Adventure', 'Fantasy']",['None'],Shounen
1593,Ningen Shikkaku: Director's Cut-ban,Movie,7.52,1594,5542,"Dec 12, 2009",['Madhouse'],1,['Drama'],"['Historical', 'Psychological']",Seinen
1594,Shakugan no Shana III (Final),TV,7.52,1595,870,"Oct 8, 2011 to Mar 24, 2012",['J.C.Staff'],24,"['Action', 'Drama', 'Fantasy', 'Romance', 'Supernatural']",['None'],None
1595,Special A,TV,7.52,1596,547,"Apr 7, 2008 to Sep 15, 2008","['Gonzo', '            AIC']",24,"['Comedy', 'Romance']",['School'],Shoujo
1596,"Yondemasu yo, Azazel-san. (TV)",TV,7.52,1597,2145,"Apr 8, 2011 to Jul 1, 2011",['Production I.G'],13,"['Comedy', 'Supernatural']","['Gag Humor', 'Mythology']",None
1597,Aa! Megami-sama! (TV) Specials,Special,7.52,1598,3717,"Apr 1, 2005 to Dec 23, 2005",['AIC'],3,"['Comedy', 'Romance', 'Supernatural']",['None'],Seinen
1598,Ao no Exorcist,TV,7.52,1599,34,"Apr 17, 2011 to Oct 2, 2011",['A-1 Pictures'],25,"['Action', 'Fantasy']","['Mythology', 'School']",Shounen
1599,Baki: Dai Raitaisai-hen,ONA,7.52,1600,1365,"Jun 4, 2020",['TMS Entertainment'],13,['Action'],"['Combat Sports', 'Gore', 'Martial Arts']",Shounen
