Game ID,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Single Player/ Multi Player,Download Size,Viewership (Thousands),Online/Offline,In game purchase,Price,Countries,In game voice/chat
3747AR,Metro: Last Light,PC,2013,Action,Deep Silver,0.06,0.11,0,0.02,0.19,82,71,8.6,2654,4A Games,M,Multi Player,81250,500,Online,No,79,10,Yes
3553CR,Tom Clancy's Splinter Cell: Blacklist,PC,2013,Action,Ubisoft,0.04,0.13,0,0.01,0.19,82,13,7.4,754,Ubisoft Toronto,M,Multi Player,1607,868,Offline,Yes,59,27,No
6134RY,Saints Row IV,PC,2013,Action,Deep Silver,0.11,0.06,0,0.02,0.19,86,45,7.4,1543,Volition Inc.,M,Single Player,57463,1488,Online,Yes,51,26,No
2798ET,Fairy Fencer F,PS3,2013,Role-Playing,Nippon Ichi Software,0.05,0.03,0.09,0.02,0.19,65,31,7.4,50,Compile Heart,T,Multi Player,1681,951,Online,Yes,59,12,Yes
2738YM,Aliens: Colonial Marines,PC,2013,Shooter,Sega,0.1,0.06,0,0.02,0.18,45,40,3.5,1156,Gearbox Software,M,Multi Player,74722,3546,Offline,No,70,29,No
5811TV,Remember Me,X360,2013,Action,Capcom,0.1,0.06,0,0.02,0.18,70,42,7.5,267,DONTNOD Entertainment,M,Multi Player,72614,1671,Online,No,76,26,Yes
6991VX,LEGO Marvel Super Heroes,PC,2013,Action,Warner Bros. Interactive Entertainment,0.04,0.12,0,0.01,0.17,78,7,8.1,124,TT Games,E10+,Multi Player,85777,1058,Offline,No,71,15,No
3925EL,Demon Gaze,PSV,2013,Role-Playing,Nippon Ichi Software,0.04,0.02,0.08,0.02,0.17,70,38,7.4,129,Experience Inc.,T,Single Player,9048,557,Online,Yes,59,22,No
1659XS,Angry Birds Star Wars,XOne,2013,Strategy,Activision,0.11,0.04,0,0.02,0.16,53,4,6.9,63,Exient Entertainment,E,Multi Player,5733,146,Online,Yes,51,29,Yes
6560LU,Dynasty Warriors 8: Xtreme Legends,PS3,2013,Action,Tecmo Koei,0.02,0.02,0.11,0.01,0.16,68,4,6.8,9,Omega Force,T,Multi Player,74456,1808,Online,Yes,57,16,No
2284SY,Dynasty Warriors 8,X360,2013,Action,Tecmo Koei,0.09,0.05,0,0.01,0.15,65,21,7.5,35,Omega Force,T,Multi Player,50055,1675,Offline,Yes,50,16,No
4254VX,Tears to Tiara II: Heir of the Overlord,PS3,2013,Role-Playing,Nippon Ichi Software,0.07,0.01,0.06,0.02,0.15,65,18,8.7,41,Aqua Plus,T,Single Player,1213,3437,Online,Yes,59,25,No
5851UA,Earth Defense Force 2025,X360,2013,Shooter,D3Publisher,0.06,0.03,0.05,0.01,0.15,68,25,8.1,63,Sandlot,M,Multi Player,74522,435,Online,No,79,20,Yes
5124YK,Summon Night 5,PSP,2013,Role-Playing,Namco Bandai Games,0,0,0.15,0,0.15,74,7,8.3,6,Felistella,T,Single Player,3405,856,Online,No,75,1,No
7884XN,Farming Simulator 2013,PS3,2013,Simulation,Focus Home Interactive,0,0.09,0.02,0.02,0.14,40,17,2.9,9,Giants Software,E,Single Player,8463,854,Online,No,70,22,No
6891AX,LEGO Legends of Chima: Laval's Journey,PSV,2013,Adventure,Warner Bros. Interactive Entertainment,0.01,0.09,0,0.03,0.13,64,5,6.6,8,TT Games,E10+,Multi Player,26118,229,Offline,No,76,18,No
4089NF,Killer is Dead,X360,2013,Action,Deep Silver,0.08,0.02,0.01,0.01,0.12,64,38,7.2,144,Grasshopper Manufacture,M,Multi Player,12898,966,Offline,Yes,60,12,No
4541PG,Lost Planet 3,X360,2013,Shooter,Capcom,0.07,0.03,0.01,0.01,0.12,58,43,5.8,142,Spark Unlimited,T,Single Player,96865,128,Online,Yes,52,30,No
7584GB,MLB 13: The Show,PSV,2013,Sports,Sony Computer Entertainment,0.1,0,0,0.02,0.11,75,7,7.5,21,SCEA San Diego Studios,E,Multi Player,40943,67,Online,No,74,19,Yes
9659YN,Mind Zero,PSV,2013,Role-Playing,GungHo,0.05,0,0.04,0.02,0.1,59,13,6,72,Zerodiv,T,Multi Player,10025,596,Online,Yes,52,19,No
9701BF,Pro Evolution Soccer 2014,PC,2013,Action,Konami Digital Entertainment,0,0.1,0,0.01,0.1,74,9,4.4,239,Konami,E,Single Player,21093,1181,Offline,No,78,26,No
3894FF,Scribblenauts Unmasked: A DC Comics Adventure,3DS,2013,Puzzle,Warner Bros. Interactive Entertainment,0.09,0,0,0.01,0.1,68,7,6.2,20,5TH Cell,E10+,Single Player,1093,876,Offline,Yes,57,22,No
2248EN,Steins;Gate,PSV,2013,Adventure,PQube,0.04,0.04,0,0.02,0.1,83,16,9.2,87,5pb,M,Multi Player,11502,311,Online,Yes,58,30,No
9272FH,Invizimals: The Alliance,PSV,2013,Action,Sony Computer Entertainment,0,0.06,0,0.02,0.08,69,16,6.8,10,Novarama,E10+,Single Player,18442,1022,Offline,No,77,29,No
9935NK,PAC-MAN and the Ghostly Adventures,PS3,2013,Platform,Namco Bandai Games,0.03,0.03,0,0.01,0.08,51,6,3.1,7,"Namco Bandai Games, Monkey Bar Games",E10+,Single Player,1801,640,Online,Yes,50,24,No
8971XA,Sniper: Ghost Warrior 2,PC,2013,Shooter,City Interactive,0.02,0.05,0,0.01,0.08,52,24,5.8,320,City Interactive,M,Multi Player,17690,710,Offline,No,77,16,No
2931HU,PAC-MAN and the Ghostly Adventures,X360,2013,Platform,Namco Bandai Games,0.04,0.03,0,0.01,0.08,49,7,5.1,13,"Namco Bandai Games, Monkey Bar Games",E10+,Multi Player,654,1733,Online,Yes,52,25,Yes
1891AA,Saint Seiya: Brave Soldiers,PS3,2013,Fighting,Namco Bandai Games,0,0.01,0.06,0,0.07,55,32,7.4,45,Dimps Corporation,,Multi Player,80596,1177,Offline,No,70,9,No
4194UE,Mugen Souls Z,PS3,2013,Role-Playing,Nippon Ichi Software,0.02,0.01,0.04,0.01,0.07,57,26,6.4,56,Compile Heart,T,Multi Player,7565,2293,Online,Yes,57,17,Yes
6840AR,The Guided Fate Paradox,PS3,2013,Role-Playing,Nippon Ichi Software,0,0,0.06,0,0.07,74,27,7.8,66,Nippon Ichi Software,T,Multi Player,2971,873,Online,No,73,7,Yes
8577EF,GRID 2,PC,2013,Racing,Codemasters,0,0.06,0,0.01,0.06,80,17,5.7,571,Codemasters,E,Multi Player,4966,108,Offline,No,77,10,No
6706VQ,Criminal Girls: Invite Only,PSV,2013,Role-Playing,Nippon Ichi Software,0.01,0.01,0.04,0.01,0.06,55,31,6.7,37,"Image Epoch, Imageepoch",M,Single Player,5262,366,Online,No,80,17,No
9925FK,Remember Me,PC,2013,Action,Capcom,0,0.05,0,0,0.06,65,26,7.4,1007,DONTNOD Entertainment,M,Single Player,69828,1995,Online,No,80,3,No
8649QO,Ride to Hell,X360,2013,Racing,Deep Silver,0.04,0.01,0,0.01,0.06,19,14,1.3,433,"Eutechnyx, Deep Silver",M,Multi Player,3513,2353,Offline,Yes,55,15,No
2778KP,The Bureau: XCOM Declassified,PC,2013,Shooter,Take-Two Interactive,0,0.05,0,0,0.05,66,45,6.5,621,2K Marin,M,Single Player,86619,839,Online,No,71,4,No
1755OR,Payday 2,PC,2013,Shooter,505 Games,0.04,0,0,0.01,0.05,79,51,3.4,3558,Overkill Software,M,Multi Player,37438,391,Online,Yes,55,25,Yes
6090BE,DuckTales: Remastered,PS3,2013,Action,Capcom,0.01,0.03,0,0.01,0.05,75,31,7.4,135,WayForward,E,Single Player,9815,1765,Online,No,79,24,No
3144PO,LEGO Friends,3DS,2013,Action,Warner Bros. Interactive Entertainment,0,0.04,0,0,0.04,43,4,8.3,4,Hellbent Games,E,Single Player,79203,552,Offline,Yes,50,5,No
7437RX,Ride to Hell,PS3,2013,Racing,Deep Silver,0.02,0.01,0,0.01,0.04,13,4,1,218,"Eutechnyx, Deep Silver",M,Multi Player,6534,572,Online,No,78,21,Yes
8164EF,Resident Evil: Revelations,PC,2013,Action,Capcom,0,0.04,0,0,0.04,77,12,7,342,Capcom,M,Single Player,63008,1997,Offline,Yes,55,9,No
6898OJ,Lost Planet 3,PC,2013,Shooter,Capcom,0,0.04,0,0,0.04,61,17,6.2,210,Spark Unlimited,T,Single Player,49056,862,Offline,Yes,60,4,No
9166XA,Beyblade Evolution,3DS,2013,Action,Rising Star Games,0.02,0.01,0,0,0.04,49,7,6.3,4,Rising Star Games,E,Multi Player,88613,195,Online,Yes,55,5,Yes
7863AE,Sorcery Saga: The Curse of the Great Curry God,PSV,2013,Role-Playing,Rising Star Games,0,0,0.03,0,0.03,65,17,7.3,44,Zerodiv,T,Single Player,8733,609,Offline,No,72,6,No
4505KW,Darkstalkers Resurrection,PS3,2013,Fighting,Capcom,0,0,0.03,0,0.03,80,33,7.3,27,Iron Galaxy Studios,T,Multi Player,50932,818,Online,No,70,7,No
7354IJ,Battle Princess of Arcadias,PS3,2013,Role-Playing,Nippon Ichi Software,0,0,0.02,0,0.02,69,22,7.9,25,ApolloSoft,T,Multi Player,3347,437,Offline,No,79,1,No
6384GP,Invizimals: The Lost Kingdom,PS3,2013,Action,Sony Computer Entertainment,0,0.02,0,0,0.02,50,16,5,14,Magenta Software,E10+,Single Player,76848,1787,Offline,No,75,1,No
6292SW,Turbo: Super Stunt Squad,PS3,2013,Sports,D3Publisher,0,0.01,0,0,0.02,38,5,,,Monkey Bar Games,E,Multi Player,81504,476,Online,Yes,59,1,No
5571JB,DuckTales: Remastered,PC,2013,Action,Capcom,0,0.01,0,0,0.02,66,6,7.6,152,WayForward,E,Single Player,54065,10588,Offline,No,76,6,No
5565PI,Contrast,PC,2013,Platform,Focus Home Interactive,0,0.01,0,0,0.01,62,24,7.7,169,Compulsion Games,T,Single Player,1902,1000,Online,Yes,50,7,No
7889WR,Doki-Doki Universe,PSV,2013,Adventure,Sony Computer Entertainment,0,0.01,0,0,0.01,66,7,5.7,16,SCEA,E10+,Single Player,51735,794,Offline,No,73,6,No
5748BE,Grand Theft Auto V,PS4,2014,Action,Take-Two Interactive,3.96,6.31,0.38,1.97,12.61,97,66,8.3,2899,Rockstar North,M,Single Player,70775,1630,Offline,No,76,88,No
4092IE,Call of Duty: Advanced Warfare,PS4,2014,Shooter,Activision,2.81,3.48,0.14,1.23,7.66,83,39,5.7,1443,Sledgehammer Games,M,Multi Player,19336,641,Online,Yes,59,49,Yes
4526EI,FIFA 15,PS4,2014,Sports,Electronic Arts,0.8,4.33,0.05,0.9,6.08,82,47,5.7,988,EA Sports,E,Multi Player,30166,3127,Offline,No,78,86,No
4268EA,Destiny,PS4,2014,Shooter,Activision,2.49,2.07,0.16,0.92,5.64,76,95,6.1,5380,"Bungie Software, Bungie",T,Single Player,28460,799,Offline,No,77,83,No
2719ON,Grand Theft Auto V,XOne,2014,Action,Take-Two Interactive,2.81,2.19,0,0.47,5.48,97,14,7.9,764,Rockstar North,M,Single Player,23454,9613,Online,No,77,18,No
5813IM,Call of Duty: Advanced Warfare,XOne,2014,Shooter,Activision,3.22,1.55,0.01,0.48,5.27,81,53,5.4,898,Sledgehammer Games,M,Single Player,36875,517,Offline,No,70,23,No
5716AX,Watch Dogs,PS4,2014,Action,Ubisoft,1.4,1.9,0.11,0.64,4.05,80,80,6.3,2996,Ubisoft Montreal,M,Single Player,42811,344,Offline,Yes,58,49,No
5037NR,Far Cry 4,PS4,2014,Shooter,Ubisoft,1.13,2.18,0.1,0.63,4.04,85,83,7.7,1653,Ubisoft Montreal,M,Single Player,32004,498,Offline,No,78,67,No
6673MK,Assassin's Creed: Unity,PS4,2014,Action,Ubisoft,1.19,2.07,0.08,0.62,3.96,70,40,4.9,2050,"Ubisoft, Ubisoft Montreal",M,Single Player,63458,1525,Offline,Yes,56,60,No
5918XH,Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,Nintendo,0.68,0.48,2.62,0.11,3.89,86,80,8.7,348,Capcom,T,Single Player,6430,320,Offline,No,80,21,No
7864RE,Assassin's Creed: Unity,XOne,2014,Action,Ubisoft,2.27,0.9,0,0.33,3.5,72,59,4.1,1005,"Ubisoft, Ubisoft Montreal",M,Single Player,17515,1497,Online,Yes,60,27,No
2034KB,Destiny,XOne,2014,Shooter,Activision,2.14,0.92,0,0.31,3.37,75,11,5.5,1735,"Bungie Software, Bungie",T,Multi Player,18734,700,Online,Yes,54,12,No
7324HG,Halo: The Master Chief Collection,XOne,2014,Shooter,Microsoft Game Studios,1.91,1,0.03,0.29,3.23,85,69,7.2,1267,343 Industries,M,Multi Player,29580,425,Online,Yes,58,19,No
4375EE,The Sims 4,PC,2014,Simulation,Electronic Arts,1,1.82,0,0.23,3.05,70,74,3.9,2057,Maxis,T,Multi Player,8585,1170,Offline,No,76,16,No
7406BY,Middle-Earth: Shadow of Mordor,PS4,2014,Action,Warner Bros. Interactive Entertainment,1.01,1.43,0.05,0.47,2.96,84,85,8.1,1886,Monolith Productions,M,Single Player,45398,790,Online,No,71,21,No
3569GM,Titanfall,XOne,2014,Shooter,Electronic Arts,1.84,0.8,0.04,0.27,2.95,86,68,6.4,2658,Respawn Entertainment,M,Multi Player,82886,623,Online,No,70,13,Yes
5885EI,inFAMOUS: Second Son,PS4,2014,Action,Sony Computer Entertainment,1.28,0.98,0.07,0.46,2.79,80,90,7.9,2944,Sucker Punch,T,Multi Player,62434,791,Online,No,78,26,No
8561YE,NBA 2K15,PS4,2014,Sports,Take-Two Interactive,1.47,0.54,0.01,0.43,2.45,83,50,7,291,Visual Concepts,E,Single Player,67688,4543,Online,Yes,50,30,No
1683MU,Madden NFL 15,PS4,2014,Sports,Electronic Arts,1.54,0.25,0,0.4,2.19,81,37,6.1,208,EA Sports,E,Single Player,19386,460,Offline,Yes,50,13,No
7860IB,FIFA 15,XOne,2014,Sports,Electronic Arts,0.6,1.42,0,0.16,2.18,82,33,5.4,347,EA Sports,E,Multi Player,86438,153,Online,No,80,10,Yes
3673EH,DriveClub,PS4,2014,Racing,Sony Computer Entertainment,0.36,1.38,0.02,0.31,2.07,71,85,6.1,1571,Evolution Studios,E,Single Player,5012,871,Offline,Yes,52,20,No
6107UP,Dragon Age: Inquisition,PS4,2014,Role-Playing,Electronic Arts,0.73,0.88,0.08,0.32,2.01,89,43,7.4,1984,BioWare,M,Single Player,8278,520,Online,No,73,25,No
6462BV,LittleBigPlanet 3,PS4,2014,Platform,Sony Computer Entertainment,0.66,0.93,0.01,0.31,1.91,79,78,7.1,506,Sumo Digital,E,Single Player,1405,515,Online,No,76,24,No
2358HD,Kirby: Triple Deluxe,3DS,2014,Platform,Nintendo,0.61,0.34,0.79,0.09,1.83,80,68,8.8,206,HAL Labs,E,Single Player,1360,944,Online,Yes,52,13,No
1908PT,The Evil Within,PS4,2014,Action,Bethesda Softworks,0.55,0.86,0.11,0.27,1.79,75,65,7.3,1223,Tango Gameworks,M,Multi Player,98992,185,Online,No,78,16,No
9790VG,The Crew,PS4,2014,Racing,Ubisoft,0.35,1.08,0.03,0.26,1.72,61,60,5.4,575,"Ubisoft Reflections, Ivory Tower",T,Multi Player,3877,919,Offline,No,73,14,No
5625DQ,NBA 2K15,XOne,2014,Sports,Take-Two Interactive,1.37,0.18,0,0.18,1.72,82,9,6.3,101,Visual Concepts,E,Multi Player,93458,162,Online,Yes,58,16,Yes
5649TO,Far Cry 4,XOne,2014,Shooter,Ubisoft,0.8,0.69,0.01,0.14,1.63,82,15,7.5,383,Ubisoft Montreal,M,Multi Player,55556,988,Offline,Yes,58,25,No
3726GR,Watch Dogs,XOne,2014,Action,Ubisoft,0.9,0.53,0,0.14,1.57,78,15,5.8,712,Ubisoft Montreal,M,Multi Player,36455,1695,Offline,Yes,57,10,No
1413QN,Madden NFL 15,XOne,2014,Sports,Electronic Arts,1.31,0.09,0,0.16,1.57,80,19,6.4,138,EA Sports,E,Single Player,7284,268,Online,No,74,13,No
9685OT,Wolfenstein: The New Order,PS4,2014,Shooter,Bethesda Softworks,0.47,0.8,0.03,0.24,1.55,79,73,8.1,1116,MachineGames,M,Multi Player,51179,391,Offline,Yes,54,28,No
5016NE,Forza Horizon 2,XOne,2014,Racing,Microsoft Game Studios,0.5,0.78,0.01,0.11,1.4,86,85,8.2,977,Playground Games,E10+,Multi Player,843,723,Offline,No,74,26,No
7963TH,Yoshi's New Island,3DS,2014,Platform,Nintendo,0.48,0.53,0.28,0.09,1.38,64,71,6.1,155,Arzest,E,Single Player,1497,623,Online,No,72,16,No
8381SC,Titanfall,X360,2014,Shooter,Electronic Arts,0.87,0.34,0.02,0.13,1.36,83,21,5.9,371,Bluepoint Games,M,Multi Player,30444,320,Offline,Yes,51,17,No
4080EM,Middle-Earth: Shadow of Mordor,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.73,0.5,0.01,0.12,1.35,87,12,8,585,Monolith Productions,M,Multi Player,78273,1538,Online,Yes,58,27,Yes
8029HT,Assassin's Creed: Rogue,PS3,2014,Action,Ubisoft,0.46,0.56,0.06,0.2,1.29,72,53,7.5,292,Ubisoft Sofia,M,Single Player,45758,586,Online,No,75,14,No
5714CI,The LEGO Movie Videogame,X360,2014,Action,Warner Bros. Interactive Entertainment,0.69,0.47,0,0.11,1.27,69,8,7.2,26,TT Games,E10+,Single Player,25907,1356,Offline,Yes,54,25,No
8342MK,Dark Souls II,PS3,2014,Role-Playing,Namco Bandai Games,0.4,0.33,0.4,0.15,1.27,91,69,8.1,1107,From Software,T,Single Player,4029,133,Offline,Yes,56,16,No
3839TD,Metal Gear Solid V: Ground Zeroes,PS4,2014,Action,Konami Digital Entertainment,0.45,0.47,0.17,0.18,1.27,75,70,6.2,1311,Kojima Productions,M,Multi Player,63109,225,Offline,No,74,15,No
7973DL,WWE 2K15,PS4,2014,Sports,Take-Two Interactive,0.39,0.57,0,0.19,1.15,62,44,5.1,164,Yuke's,T,Single Player,58512,25,Offline,No,74,20,No
5067HW,Sunset Overdrive,XOne,2014,Shooter,Microsoft Game Studios,0.63,0.4,0,0.1,1.14,81,89,7.7,1137,Insomniac Games,M,Single Player,9456,581,Offline,No,72,25,No
1962NN,Alien: Isolation,PS4,2014,Shooter,Sega,0.34,0.57,0.04,0.17,1.13,79,50,8.1,795,Creative Assembly,M,Multi Player,18356,4876,Offline,No,72,26,No
5781LZ,Plants vs. Zombies: Garden Warfare,X360,2014,Shooter,Electronic Arts,0.51,0.47,0,0.09,1.08,69,6,7.3,121,PopCap,E10+,Single Player,80616,352,Online,No,75,27,No
8918WG,EA Sports UFC,PS4,2014,Sports,Electronic Arts,0.46,0.41,0.01,0.17,1.05,70,57,6.1,279,EA Sports,T,Single Player,55568,54,Offline,No,77,28,No
3788NS,Assassin's Creed: Rogue,X360,2014,Action,Ubisoft,0.58,0.34,0,0.09,1.01,72,32,7.3,318,Ubisoft,M,Single Player,91192,1097,Online,Yes,54,11,No
6025ZU,Rayman Legends,PS4,2014,Platform,Ubisoft,0.22,0.64,0,0.16,1.01,90,16,8.5,525,Ubisoft Montpellier,E10+,Single Player,1231,444,Offline,Yes,59,16,No
8457GL,Dragon Age: Inquisition,XOne,2014,Role-Playing,Electronic Arts,0.56,0.28,0,0.09,0.93,85,28,6.9,703,BioWare,M,Single Player,4002,742,Online,Yes,60,27,No
5561SE,Lego Batman 3: Beyond Gotham,PS4,2014,Action,Warner Bros. Interactive Entertainment,0.37,0.4,0,0.15,0.93,73,43,7.1,75,TT Games,E10+,Multi Player,45211,548,Online,Yes,58,29,No
4036UH,The LEGO Movie Videogame,PS3,2014,Action,Warner Bros. Interactive Entertainment,0.33,0.43,0.02,0.15,0.93,80,5,6.8,12,TT Games,E10+,Multi Player,38589,1127,Offline,Yes,50,20,No
8570LQ,South Park: The Stick of Truth,PS3,2014,Role-Playing,Ubisoft,0.43,0.34,0,0.16,0.92,85,31,8.5,575,Obsidian Entertainment,M,Single Player,2632,2268,Online,Yes,52,29,No
4825EB,South Park: The Stick of Truth,X360,2014,Role-Playing,Ubisoft,0.58,0.26,0,0.09,0.92,82,33,8.4,363,Obsidian Entertainment,M,Single Player,7950,3377,Online,Yes,54,29,No
8586HH,The Elder Scrolls Online,PC,2014,Role-Playing,Bethesda Softworks,0.32,0.51,0,0.07,0.9,71,64,5.7,2421,ZeniMax Media,M,Multi Player,4590,191,Online,Yes,54,13,Yes
3296QX,WWE 2K15,PS3,2014,Sports,Take-Two Interactive,0.36,0.29,0,0.13,0.78,55,5,3.1,57,Yuke's,T,Single Player,41622,1818,Online,Yes,57,23,No
4062HA,Pro Evolution Soccer 2015,PS4,2014,Sports,Konami Digital Entertainment,0.09,0.45,0.11,0.1,0.75,82,56,7.2,386,Konami,E,Multi Player,12820,225,Online,No,76,19,No
4236XL,Dark Souls II,X360,2014,Role-Playing,Namco Bandai Games,0.48,0.18,0.01,0.07,0.74,91,30,7.9,915,From Software,T,Single Player,2258,421,Offline,No,74,11,No
3349PJ,Dragon Age: Inquisition,PC,2014,Role-Playing,Electronic Arts,0.33,0.34,0,0.06,0.73,85,45,5.9,3926,BioWare,M,Single Player,2374,696,Online,No,73,27,No
6202LP,Persona Q: Shadow of the Labyrinth,3DS,2014,Role-Playing,Nippon Ichi Software,0.34,0.07,0.27,0.04,0.72,83,56,8.1,169,Atlus,M,Single Player,5889,4012,Offline,No,78,11,No
2316OO,Borderlands: The Pre-Sequel,X360,2014,Shooter,Take-Two Interactive,0.46,0.19,0.01,0.07,0.72,74,16,6.4,161,2K Australia,M,Single Player,35564,563,Online,No,80,18,No
9914JW,Plants vs. Zombies: Garden Warfare,XOne,2014,Shooter,Electronic Arts,0.39,0.23,0,0.06,0.69,76,65,7.4,438,PopCap,E10+,Single Player,5669,880,Offline,Yes,50,11,No
5663OA,Sniper Elite 3,PS4,2014,Shooter,505 Games,0.24,0.34,0,0.11,0.68,67,41,7.1,178,Rebellion,M,Single Player,71875,1857,Offline,No,71,13,No
7006ZP,Wolfenstein: The New Order,XOne,2014,Shooter,Bethesda Softworks,0.34,0.28,0,0.06,0.68,79,18,7.8,397,MachineGames,M,Single Player,30977,965,Offline,No,75,12,No
5283WC,The Evil Within,XOne,2014,Action,Bethesda Softworks,0.35,0.25,0,0.06,0.67,79,24,7.3,430,Tango Gameworks,M,Single Player,53070,667,Offline,Yes,60,18,No
7142AH,The LEGO Movie Videogame,PS4,2014,Action,Warner Bros. Interactive Entertainment,0.24,0.31,0.01,0.11,0.67,71,31,7.1,98,TT Games,E10+,Single Player,31259,1594,Offline,No,79,14,No
5767PV,Freedom Wars,PSV,2014,Role-Playing,Sony Computer Entertainment,0.15,0.1,0.32,0.08,0.65,73,39,8.3,265,"Dimps Corporation, SCE Japan Studio",T,Single Player,2805,627,Offline,Yes,54,27,No
5036CE,Borderlands 2,PSV,2014,Shooter,Take-Two Interactive,0.32,0.16,0.01,0.15,0.64,64,31,7.6,358,Iron Galaxy Studios,M,Multi Player,36723,27,Online,No,76,10,Yes
2046VX,WWE 2K15,X360,2014,Sports,Take-Two Interactive,0.38,0.2,0,0.06,0.64,50,5,4,65,Yuke's,T,Multi Player,46334,134,Online,Yes,51,23,Yes
6643EX,The Crew,XOne,2014,Racing,Ubisoft,0.25,0.34,0,0.05,0.64,64,18,5.9,176,"Ubisoft Reflections, Ivory Tower",T,Multi Player,8381,96,Online,No,70,28,Yes
5581HL,Far Cry 4,PC,2014,Shooter,Ubisoft,0.15,0.44,0,0.04,0.63,80,17,6.7,1064,Ubisoft Montreal,M,Single Player,24741,65,Offline,No,74,13,No
4170XS,2014 FIFA World Cup Brazil,PS3,2014,Sports,Electronic Arts,0.15,0.36,0.01,0.09,0.61,73,33,4.3,87,EA Canada,E,Single Player,54788,632,Online,Yes,55,25,No
2975XQ,Plants vs. Zombies: Garden Warfare,PS4,2014,Shooter,Electronic Arts,0.21,0.29,0.01,0.1,0.61,75,23,7.6,259,PopCap,E10+,Single Player,70868,1955,Online,Yes,55,30,No
3407LQ,Borderlands: The Pre-Sequel,PS3,2014,Shooter,Take-Two Interactive,0.26,0.21,0.05,0.1,0.61,77,24,6.3,130,2K Australia,M,Multi Player,45618,235,Online,No,72,13,No
9101SL,Kinect Sports Rivals,XOne,2014,Sports,Microsoft Game Studios,0.3,0.23,0.02,0.05,0.6,60,53,5.1,144,Microsoft Game Studios,E10+,Multi Player,4884,145,Online,No,70,16,Yes
4096QK,LEGO The Hobbit,PS4,2014,Action,Warner Bros. Interactive Entertainment,0.13,0.38,0,0.09,0.6,72,47,6.6,88,TT Games,E10+,Single Player,2477,1718,Online,Yes,56,18,No
7670QB,NHL 15,PS4,2014,Sports,Electronic Arts,0.31,0.19,0,0.1,0.6,60,28,3.6,306,EA Sports,E10+,Multi Player,11900,650,Offline,Yes,58,29,No
8328LT,Metal Gear Solid V: Ground Zeroes,PS3,2014,Action,Konami Digital Entertainment,0.14,0.12,0.27,0.05,0.59,66,5,5.9,242,Kojima Productions,M,Multi Player,83996,899,Offline,Yes,50,12,No
2487KS,WWE 2K15,XOne,2014,Sports,Take-Two Interactive,0.29,0.23,0,0.05,0.57,56,25,5.7,63,Yuke's,T,Single Player,83967,598,Offline,Yes,53,15,No
5932BK,Titanfall,PC,2014,Shooter,Electronic Arts,0.22,0.3,0,0.04,0.56,86,29,6.2,1727,Respawn Entertainment,M,Single Player,29366,3341,Offline,Yes,53,29,No
7471TJ,Assassin's Creed: Unity,PC,2014,Action,Ubisoft,0.18,0.33,0,0.04,0.55,70,10,3,1463,"Ubisoft, Ubisoft Montreal",M,Single Player,79598,1302,Offline,Yes,58,30,No
5088KD,Just Dance 2015,XOne,2014,Misc,Ubisoft,0.35,0.13,0,0.05,0.53,70,17,7.5,20,Ubisoft,E10+,Single Player,1105,424,Online,Yes,52,16,No
1302JC,The LEGO Movie Videogame,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.35,0.13,0,0.05,0.53,69,18,6.9,49,TT Games,E10+,Multi Player,3557,1580,Offline,No,77,21,No
8334DK,Alien: Isolation,XOne,2014,Shooter,Sega,0.22,0.24,0,0.04,0.51,78,24,7.8,314,Creative Assembly,M,Multi Player,65716,1110,Offline,No,77,13,No
2282CR,Pokemon Art Academy,3DS,2014,Misc,Nintendo,0.18,0.12,0.16,0.03,0.49,76,22,7.7,19,Headstrong Games,E,Single Player,776,2112,Offline,No,77,18,No
3708RB,Mario Golf: World Tour,3DS,2014,Sports,Nintendo,0.15,0.13,0.17,0.03,0.48,78,73,8.2,76,Camelot Software Planning,E,Single Player,54418,499,Online,No,78,26,No
6418RX,EA Sports UFC,XOne,2014,Sports,Electronic Arts,0.3,0.12,0,0.04,0.47,70,23,6.3,152,EA Sports,T,Multi Player,97164,788,Online,Yes,55,14,Yes
7858BF,Football Manager 2015,PC,2014,Simulation,Sega,0,0.44,0,0.03,0.46,80,36,6,151,Sports Interactive,,Single Player,8460,495,Offline,Yes,59,28,No
4570KN,LEGO The Hobbit,X360,2014,Action,Warner Bros. Interactive Entertainment,0.2,0.21,0,0.04,0.45,70,4,8.7,11,TT Games,E10+,Multi Player,64299,834,Online,No,73,30,Yes
7525XU,Wolfenstein: The New Order,PC,2014,Shooter,Bethesda Softworks,0.13,0.29,0,0.03,0.45,81,23,8.2,1647,MachineGames,M,Multi Player,23096,630,Online,No,75,20,Yes
9797FD,Watch Dogs,PC,2014,Action,Ubisoft,0.15,0.26,0,0.03,0.45,77,18,4.7,3288,Ubisoft Montreal,M,Multi Player,83308,1874,Online,Yes,60,24,Yes
3292NI,Skylanders: Trap Team,PS4,2014,Action,Activision,0.19,0.18,0,0.07,0.44,78,46,5.6,32,Toys for Bob,E10+,Single Player,95970,11864,Offline,Yes,50,23,No
