,Daily_Time_Spent_on_Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Gender,Country,Timestamp,Clicked on Ad
683,78.01,26.0,62729.4,200.71,Focused multi-state workforce,Donaldshire,Male,French Guiana,28-03-2016 02:29,0
684,44.15,28.0,48867.67,141.96,Proactive secondary monitoring,Salazarbury,Male,Martinique,22-01-2016 15:03,1
685,43.57,36.0,50971.73,125.2,Front-line upward-trending groupware,Lake Joshuafurt,Male,French Polynesia,25-06-2016 17:33,1
686,69.47,26.0,59785.94,236.5,Organic bottom-line service-desk,Williamsport,Female,San Marino,25-06-2016 17:33,0
687,76.83,28.0,67990.84,192.81,Quality-focused 5thgeneration orchestration,Wintersfort,Female,Ecuador,04-03-2016 14:33,0
688,42.06,34.0,43241.19,131.55,Multi-layered secondary software,Jamesmouth,Female,Puerto Rico,29-06-2016 02:48,1
689,76.27,27.0,60082.66,226.69,Total coherent superstructure,Laurieside,Male,United Arab Emirates,18-06-2016 01:42,0
690,74.27,37.0,65180.97,247.05,Monitored executive architecture,Andrewmouth,Male,Burkina Faso,31-01-2016 09:57,0
691,73.27,28.0,67301.39,216.24,Front-line multi-state hub,West Angela,Male,Luxembourg,22-05-2016 15:17,0
692,74.58,36.0,70701.31,230.52,Configurable mission-critical algorithm,East Carlos,Female,Jamaica,22-07-2016 11:05,0
693,77.5,28.0,60997.84,225.34,Face-to-face responsive alliance,Kennedyfurt,Male,Antarctica (the territory South of 60 deg S),13-07-2016 14:05,0
694,87.16,33.0,60805.93,197.15,Reduced holistic help-desk,Blairville,Female,China,11-02-2016 11:50,0
695,87.16,37.0,50711.68,231.95,Pre-emptive content-based frame,East Donnatown,Male,Western Sahara,16-03-2016 20:33,0
696,66.26,47.0,14548.06,179.04,Optional full-range projection,Matthewtown,Male,Lebanon,25-04-2016 19:31,1
697,65.15,29.0,41335.84,117.3,Expanded value-added emulation,Brandonbury,Female,Hong Kong,14-07-2016 22:43,1
698,68.25,33.0,76480.16,198.86,Organic well-modulated database,New Jamestown,Male,Vanuatu,30-05-2016 08:02,0
699,73.49,38.0,67132.46,244.23,Organic 3rdgeneration encryption,Mosleyburgh,Female,Vanuatu,14-02-2016 11:36,0
700,39.19,54.0,52581.16,173.05,Stand-alone empowering benchmark,Leahside,Female,Guatemala,23-01-2016 21:15,1
701,80.15,25.0,55195.61,214.49,Monitored intermediate circuit,West Wendyland,Female,Greenland,18-07-2016 02:51,0
702,86.76,28.0,48679.54,189.91,Object-based leadingedge complexity,Lawrenceborough,Female,Syrian Arab Republic,10-02-2016 08:21,0
703,73.88,29.0,63109.74,233.61,Digitized zero-defect implementation,Kennethview,Female,Saint Helena,04-01-2016 06:37,0
704,58.6,19.0,44490.09,197.93,Configurable impactful firmware,West Mariafort,Male,Lebanon,05-06-2016 21:38,0
705,69.77,54.0,57667.99,132.27,Face-to-face dedicated flexibility,Port Sherrystad,Female,Malta,01-06-2016 03:17,1
706,87.27,30.0,51824.01,204.27,Fully-configurable 5thgeneration circuit,West Melissashire,Male,Christmas Island,06-03-2016 06:51,1
707,77.65,28.0,66198.66,208.01,Configurable impactful capacity,Pamelamouth,Female,Ukraine,26-02-2016 19:35,0
708,76.02,35.0,73174.19,219.55,Distributed leadingedge orchestration,Lesliefort,Female,Malta,13-07-2016 14:30,0
709,78.84,26.0,56593.8,217.66,Persistent even-keeled application,Shawnside,Male,Italy,29-06-2016 07:20,0
710,71.33,23.0,31072.44,169.4,Optimized attitude-oriented initiative,Josephmouth,Female,Japan,15-03-2016 06:54,1
711,81.9,41.0,66773.83,225.47,Multi-channeled 3rdgeneration model,Garciatown,Female,Mauritius,11-06-2016 06:47,0
712,46.89,48.0,72553.94,176.78,Polarized mission-critical structure,Chaseshire,Male,Turkey,17-07-2016 13:22,1
713,77.8,57.0,43708.88,152.94,Virtual executive implementation,Destinyfurt,Female,Namibia,14-02-2016 14:38,1
714,45.44,43.0,48453.55,119.27,Enhanced intermediate standardization,Mezaton,Female,China,04-05-2016 05:01,1
715,69.96,31.0,73413.87,214.06,Realigned tangible collaboration,New Kayla,Male,Netherlands,20-05-2016 12:17,0
716,87.35,35.0,58114.3,158.29,Cloned dedicated analyzer,Carsonshire,Male,Gibraltar,26-01-2016 02:47,0
717,49.42,53.0,45465.25,128.0,Ameliorated well-modulated complexity,Jacquelineshire,Male,Congo,07-07-2016 18:07,1
718,71.27,21.0,50147.72,216.03,Quality-focused bi-directional throughput,South Blakestad,Male,Senegal,11-01-2016 12:46,0
719,49.19,38.0,61004.51,123.08,Versatile solution-oriented secured line,North Mark,Female,Hungary,12-05-2016 12:11,1
720,39.96,35.0,53898.89,138.52,Phased leadingedge budgetary management,Kingchester,Male,Pitcairn Islands,28-02-2016 23:21,1
721,85.01,29.0,59797.64,192.5,Devolved exuding Local Area Network,Evansfurt,Female,Slovakia (Slovak Republic),03-05-2016 16:02,0
722,68.95,51.0,74623.27,185.85,Front-line bandwidth-monitored capacity,South Adamhaven,Male,United States Virgin Islands,15-03-2016 20:19,0
723,67.59,45.0,58677.69,113.69,User-centric solution-oriented emulation,Brittanyborough,Female,Monaco,23-07-2016 05:21,1
724,75.71,34.0,62109.8,246.06,Phased hybrid intranet,Barbershire,Female,Portugal,11-03-2016 10:01,0
725,43.07,36.0,60583.02,137.63,Monitored zero administration collaboration,East Ericport,Male,Turkey,11-02-2016 20:45,1
726,39.47,43.0,65576.05,163.48,Team-oriented systematic installation,Crawfordfurt,Male,Uganda,06-07-2016 23:09,1
727,48.22,40.0,73882.91,214.33,Inverse national core,Turnerville,Female,Norfolk Island,22-03-2016 19:14,0
728,76.76,25.0,50468.36,230.77,Secured uniform instruction set,Kylieview,Male,Niue,26-05-2016 13:28,0
729,78.74,27.0,51409.45,234.75,Quality-focused zero tolerance matrices,West Zacharyborough,Female,Ukraine,18-06-2016 19:10,0
730,67.47,24.0,60514.05,225.05,Multi-tiered heuristic strategy,Watsonfort,Male,Vanuatu,20-03-2016 07:12,0
731,81.17,30.0,57195.96,231.91,Optimized static archive,Dayton,Male,United States Minor Outlying Islands,03-06-2016 07:00,0
732,89.66,34.0,52802.58,171.23,Advanced didactic conglomeration,Nicholasport,Male,Armenia,03-02-2016 15:15,0
733,79.6,28.0,56570.06,227.37,Synergistic discrete middleware,Whitneyfort,Male,Sweden,03-05-2016 16:55,0
734,65.53,19.0,51049.47,190.17,Pre-emptive client-server installation,Coffeytown,Male,Timor-Leste,20-06-2016 02:25,0
735,61.87,35.0,66629.61,250.2,Multi-channeled attitude-oriented toolset,North Johnside,Male,French Southern Territories,10-07-2016 19:15,0
736,83.16,41.0,70185.06,194.95,Decentralized 24hour approach,Robinsonland,Female,Finland,04-01-2016 04:00,0
737,44.11,41.0,43111.41,121.24,Organic next generation matrix,Lake David,Male,Saint Vincent and the Grenadines,20-04-2016 16:49,1
738,56.57,26.0,56435.6,131.98,Multi-channeled non-volatile website,West Ericaport,Female,Senegal,23-01-2016 13:14,1
739,83.91,29.0,53223.58,222.87,Distributed bifurcated challenge,Haleberg,Female,Burundi,04-01-2016 22:27,0
740,79.8,28.0,57179.91,229.88,Customizable zero-defect Internet solution,West Michaelport,Male,Bahamas,08-04-2016 22:40,0
741,71.23,52.0,41521.28,122.59,Self-enabling zero administration neural-net,Ericksonmouth,Female,Sweden,05-01-2016 11:53,1
742,47.23,43.0,73538.09,210.87,Optimized upward-trending productivity,Yangside,Male,Svalbard & Jan Mayen Islands,17-03-2016 22:24,1
743,82.37,30.0,63664.32,207.44,Open-architected system-worthy ability,Estradafurt,Female,Tonga,29-06-2016 04:23,0
744,43.63,38.0,61757.12,135.25,Quality-focused maximized extranet,Frankport,Male,Korea,25-05-2016 19:45,1
745,70.9,28.0,71727.51,190.95,Centralized client-driven workforce,Port Juan,Female,Kyrgyz Republic,17-06-2016 23:19,0
746,71.9,29.0,72203.96,193.29,De-engineered intangible flexibility,Williamsside,Male,Costa Rica,24-04-2016 07:20,0
747,62.12,37.0,50671.6,105.86,Re-engineered intangible software,Johnsonview,Male,Liechtenstein,18-03-2016 13:00,1
748,67.35,29.0,47510.42,118.69,Sharable secondary Graphical User Interface,East Heidi,Female,Zimbabwe,28-04-2016 21:58,1
749,57.99,50.0,62466.1,124.58,Innovative homogeneous alliance,New Angelview,Female,Costa Rica,12-02-2016 08:46,1
750,66.8,29.0,59683.16,248.51,Diverse leadingedge website,Lake Brandonview,Female,Hungary,11-07-2016 13:23,1
751,49.13,32.0,41097.17,120.49,Optimized intermediate help-desk,Morganport,Female,Fiji,29-01-2016 00:45,1
752,45.11,58.0,39799.73,195.69,Sharable reciprocal project,Browntown,Female,Netherlands,05-01-2016 16:26,1
753,54.35,42.0,76984.21,164.02,Proactive interactive service-desk,Lake Hailey,Female,Sweden,20-06-2016 08:22,0
754,61.82,59.0,57877.15,151.93,Open-architected needs-based customer loyalty,Olsonside,Male,Barbados,06-02-2016 17:48,1
755,77.75,31.0,59047.91,240.64,Multi-lateral motivating circuit,Coxhaven,Male,Paraguay,22-06-2016 17:19,0
756,70.61,28.0,72154.68,190.12,Assimilated encompassing portal,Meaganfort,Female,Italy,16-04-2016 05:24,0
757,82.72,31.0,65704.79,179.82,Cross-group global orchestration,North Monicaville,Female,Belarus,17-01-2016 05:07,0
758,76.87,36.0,72948.76,212.59,Down-sized bandwidth-monitored core,Mullenside,Female,South Georgia and the South Sandwich Islands,08-07-2016 22:30,0
759,65.07,34.0,73941.91,227.53,Monitored explicit hierarchy,Princebury,Male,Anguilla,11-03-2016 00:05,0
760,56.93,37.0,57887.64,111.8,Reactive demand-driven strategy,Bradleyside,Female,Sierra Leone,10-06-2016 00:35,1
761,48.86,35.0,62463.7,128.37,Universal empowering adapter,Elizabethbury,Male,Saint Martin,04-01-2016 00:44,1
762,36.56,29.0,42838.29,195.89,Team-oriented bi-directional secured line,West Ryan,Female,Uganda,01-01-2016 15:14,1
763,85.73,32.0,43778.88,147.75,Stand-alone radical throughput,New Tammy,Male,Saudi Arabia,10-07-2016 17:24,1
764,75.81,40.0,71157.05,229.19,Inverse zero-defect capability,Sanchezland,Female,Greenland,27-03-2016 19:50,0
765,72.94,31.0,74159.69,190.84,Multi-tiered real-time implementation,Rogerland,Female,Venezuela,29-04-2016 13:38,0
766,53.63,54.0,50333.72,126.29,Front-line zero-defect array,Vanessaview,Male,Liberia,08-01-2016 18:13,1
767,52.35,25.0,33293.78,147.61,Mandatory 4thgeneration structure,Jessicashire,Male,Mali,05-06-2016 07:54,1
768,52.84,51.0,38641.2,121.57,Synergistic asynchronous superstructure,Melissachester,Male,Bosnia and Herzegovina,29-06-2016 10:50,1
769,51.58,33.0,49822.78,115.91,Vision-oriented system-worthy forecast,Johnsontown,Female,Brunei Darussalam,24-04-2016 13:46,1
770,42.32,29.0,63891.29,187.09,Digitized radical architecture,New Joshuaport,Male,South Georgia and the South Sandwich Islands,14-02-2016 04:14,1
771,55.04,42.0,43881.73,106.96,Quality-focused optimizing parallelism,Hernandezside,Male,Czech Republic,15-06-2016 05:43,1
772,68.58,41.0,13996.5,171.54,Exclusive discrete firmware,New Williamville,Male,El Salvador,06-07-2016 12:04,1
773,85.54,27.0,48761.14,175.43,Right-sized solution-oriented benchmark,Gilbertville,Male,Tokelau,31-03-2016 13:54,0
774,71.14,30.0,69758.31,224.82,Assimilated stable encryption,Newmanberg,Female,France,21-06-2016 00:52,0
775,64.38,19.0,52530.1,180.47,Configurable dynamic secured line,West Alice,Male,Gabon,27-05-2016 05:23,0
776,88.85,40.0,58363.12,213.96,Cloned optimal leverage,Cannonbury,Female,Bulgaria,17-01-2016 18:45,0
777,66.79,60.0,60575.99,198.3,Decentralized client-driven data-warehouse,Shelbyport,Male,Burkina Faso,07-04-2016 20:34,1
778,32.6,45.0,48206.04,185.47,Multi-tiered interactive neural-net,New Henry,Female,Mayotte,02-05-2016 18:37,1
779,43.88,54.0,31523.09,166.85,Enhanced methodical database,Dustinmouth,Male,Somalia,04-06-2016 17:24,1
780,56.46,26.0,66187.58,151.63,Ameliorated leadingedge help-desk,South Lisa,Female,Albania,07-04-2016 18:52,1
781,72.18,30.0,69438.04,225.02,De-engineered attitude-oriented projection,Lisamouth,Female,Bolivia,10-06-2016 22:21,0
782,52.67,44.0,14775.5,191.26,Persevering 5thgeneration knowledge user,New Hollyberg,Female,Jersey,19-05-2016 06:37,1
783,80.55,35.0,68016.9,219.91,Extended grid-enabled hierarchy,Port Brittanyville,Female,Czech Republic,28-03-2016 23:01,0
784,67.85,41.0,78520.99,202.7,Reactive tangible contingency,East Ronald,Male,Saint Helena,21-01-2016 22:51,1
785,75.55,36.0,31998.72,123.71,Decentralized attitude-oriented interface,South Davidmouth,Male,Bosnia and Herzegovina,12-03-2016 06:05,1
786,80.46,29.0,56909.3,230.78,Mandatory coherent groupware,Carterton,Female,India,04-06-2016 09:13,0
787,82.69,29.0,61161.29,167.41,Fully-configurable eco-centric frame,Rachelhaven,Male,Georgia,24-05-2016 10:16,0
788,35.21,39.0,52340.1,154.0,Advanced disintermediate data-warehouse,New Timothy,Male,United States Minor Outlying Islands,25-03-2016 06:36,1
789,36.37,40.0,47338.94,144.53,Quality-focused zero-defect data-warehouse,North Jessicaville,Male,Kiribati,22-04-2016 00:28,1
790,74.07,22.0,50950.24,165.43,Cross-group non-volatile secured line,Joneston,Male,Ghana,22-03-2016 04:13,0
791,59.96,33.0,77143.61,197.66,Expanded modular application,Staceyfort,Female,Samoa,14-01-2016 08:27,1
792,85.62,29.0,57032.36,195.68,Triple-buffered systematic info-mediaries,South Dianeshire,Female,Iran,14-04-2016 21:37,0
793,40.88,33.0,48554.45,136.18,Networked non-volatile synergy,West Shannon,Male,Costa Rica,31-05-2016 17:50,1
794,36.98,31.0,39552.49,167.87,Fully-configurable clear-thinking throughput,Micheletown,Male,Northern Mariana Islands,17-03-2016 06:25,1
795,35.49,47.0,36884.23,170.04,Front-line actuating functionalities,North Brittanyburgh,Female,Liechtenstein,13-04-2016 07:07,1
796,56.56,26.0,68783.45,204.47,Compatible composite project,Port Jasmine,Male,Grenada,03-02-2016 22:11,0
797,36.62,32.0,51119.93,162.44,Customer-focused solution-oriented software,New Sabrina,Male,Poland,02-02-2016 19:59,1
798,77.89,26.0,64188.5,201.54,Switchable multi-state success,West Sharon,Female,Czech Republic,02-02-2016 19:59,0
799,49.35,49.0,44304.13,119.86,Inverse stable synergy,Lake Charlottestad,Female,Kenya,07-04-2016 20:38,1
800,75.64,29.0,69718.19,204.82,Pre-emptive well-modulated moderator,West Rhondamouth,Male,Iran,15-03-2016 19:35,0
801,79.22,27.0,63429.18,198.79,Intuitive modular system engine,North Debra,Male,Belgium,11-03-2016 12:39,0
802,77.05,34.0,65756.36,236.08,Centralized value-added hierarchy,Villanuevastad,Female,Namibia,17-05-2016 18:06,0
803,66.83,46.0,77871.75,196.17,Assimilated hybrid initiative,North Jeremyport,Male,Cyprus,28-02-2016 23:10,0
804,76.2,24.0,47258.59,228.81,Optimized coherent Internet solution,Lake Susan,Male,Japan,02-03-2016 06:35,0
805,56.64,29.0,55984.89,123.24,Versatile 6thgeneration parallelism,Lake John,Male,Zimbabwe,27-02-2016 08:52,1
806,53.33,34.0,44275.13,111.63,Configurable impactful productivity,Courtneyfort,Male,Andorra,14-03-2016 04:34,1
807,50.63,50.0,25767.16,142.23,Operative full-range forecast,Tammymouth,Female,Luxembourg,10-03-2016 15:07,1
808,41.84,49.0,37605.11,139.32,Operative secondary functionalities,Lake Vanessa,Female,Cyprus,01-05-2016 08:27,1
809,53.92,41.0,25739.09,125.46,Business-focused transitional solution,Lake Amanda,Male,Turkey,12-06-2016 11:17,1
810,83.89,28.0,60188.38,180.88,Ameliorated intermediate Graphical User Interface,Mariemouth,Male,Hong Kong,28-05-2016 12:20,0
811,55.32,43.0,67682.32,127.65,Managed 24hour analyzer,Port Douglasborough,Female,Netherlands,18-03-2016 09:08,1
812,53.22,44.0,44307.18,108.85,Horizontal client-server database,Port Aprilville,Female,United States Virgin Islands,26-05-2016 06:03,1
813,43.16,35.0,25371.52,156.11,Implemented didactic support,Williamsport,Male,Marshall Islands,06-07-2016 03:40,1
814,67.51,43.0,23942.61,127.2,Digitized homogeneous core,Lake Faith,Female,Western Sahara,29-04-2016 14:10,1
815,43.16,29.0,50666.5,143.04,Robust holistic application,Wendyville,Male,Saint Vincent and the Grenadines,05-03-2016 20:53,1
816,79.89,30.0,50356.06,241.38,Synergized uniform hierarchy,Angelhaven,Male,United States of America,30-05-2016 08:35,0
817,84.25,32.0,63936.5,170.9,Pre-emptive client-driven secured line,New Sean,Male,Angola,10-04-2016 06:32,0
818,74.18,28.0,69874.18,203.87,Front-line even-keeled website,Lake Lisa,Female,Cayman Islands,20-01-2016 02:31,0
819,85.78,34.0,50038.65,232.78,Persistent fault-tolerant service-desk,Valerieland,Female,Swaziland,20-07-2016 21:53,0
820,80.96,39.0,67866.95,225.0,Integrated leadingedge frame,New Travis,Male,Wallis and Futuna,17-01-2016 04:12,0
821,36.91,48.0,54645.2,159.69,Ameliorated coherent open architecture,North Samantha,Female,Zimbabwe,24-02-2016 07:13,1
822,54.47,23.0,46780.09,141.52,Vision-oriented bifurcated contingency,Holderville,Female,Chad,26-03-2016 19:37,1
823,81.98,34.0,67432.49,212.88,Up-sized maximized model,Patrickmouth,Female,Saint Martin,04-06-2016 09:25,0
824,79.6,39.0,73392.28,194.23,Organized global flexibility,Lake Deannaborough,Female,Rwanda,22-04-2016 07:48,0
825,57.51,38.0,47682.28,105.71,Re-engineered zero-defect open architecture,Jeffreymouth,Female,Moldova,31-03-2016 08:53,1
826,82.3,31.0,56735.83,232.21,Balanced executive definition,Davieshaven,Female,Gabon,16-04-2016 08:36,0
827,73.21,30.0,51013.37,252.6,Networked logistical info-mediaries,Lake Jessicaville,Male,Denmark,12-05-2016 20:57,1
828,79.09,32.0,69481.85,209.72,Optimized multimedia website,Hernandezchester,Male,Svalbard & Jan Mayen Islands,07-05-2016 21:32,0
829,68.47,28.0,67033.34,226.64,Focused coherent success,North Kennethside,Female,Poland,25-06-2016 00:33,0
830,83.69,36.0,68717.0,192.57,Robust context-sensitive neural-net,Shelbyport,Female,Fiji,23-03-2016 05:27,0
831,83.48,31.0,59340.99,222.72,Intuitive zero administration adapter,Williamport,Male,Philippines,04-03-2016 13:47,0
832,43.49,45.0,47968.32,124.67,Synchronized full-range portal,Smithside,Female,Vietnam,14-06-2016 12:08,1
833,66.69,35.0,48758.92,108.27,Integrated encompassing support,Vanessastad,Female,Jersey,11-05-2016 19:13,1
834,48.46,49.0,61230.03,132.38,Devolved human-resource circuit,Lisamouth,Male,Indonesia,21-01-2016 23:33,1
835,42.51,30.0,54755.71,144.77,Grass-roots transitional flexibility,Lake Rhondaburgh,Male,Palestinian Territory,15-01-2016 19:45,1
836,42.83,34.0,54324.73,132.38,Vision-oriented methodical support,Cunninghamhaven,Male,Latvia,23-04-2016 09:42,1
837,41.46,42.0,52177.4,128.98,Integrated impactful groupware,Robertstown,Male,Malta,23-05-2016 08:06,1
838,45.99,33.0,51163.14,124.61,Face-to-face methodical intranet,South Mark,Male,Afghanistan,27-02-2016 15:04,1
839,68.72,27.0,66861.67,225.97,Fundamental tangible moratorium,New Taylorburgh,Female,Austria,23-02-2016 17:37,0
840,63.11,34.0,63107.88,254.94,Balanced mobile Local Area Network,Port Karenfurt,Male,Micronesia,17-03-2016 22:59,0
841,49.21,46.0,49206.4,115.6,Realigned 24/7 core,Carterland,Female,Mexico,28-02-2016 03:34,1
842,55.77,49.0,55942.04,117.33,Fully-configurable high-level groupware,East Shawn,Male,Chile,15-03-2016 14:33,1
843,44.13,40.0,33601.84,128.48,Ameliorated discrete extranet,West Derekmouth,Male,Cuba,03-03-2016 20:20,1
844,57.82,46.0,48867.36,107.56,Centralized asynchronous portal,Brandiland,Male,Belarus,06-04-2016 14:16,1
845,72.46,40.0,56683.32,113.53,Enhanced tertiary utilization,Cervantesshire,Female,Malawi,01-05-2016 09:23,1
846,61.88,45.0,38260.89,108.18,Balanced disintermediate conglomeration,North Debrashire,Female,Afghanistan,30-05-2016 08:02,1
847,79.51,35.0,34942.26,125.11,Proactive non-volatile encryption,North Charlesbury,Male,Brunei Darussalam,06-03-2016 09:33,1
848,78.24,23.0,54106.21,199.29,Sharable value-added solution,Deannaville,Female,Luxembourg,04-04-2016 11:39,0
849,74.61,38.0,71055.22,231.28,Networked impactful framework,East Christopher,Male,South Africa,06-04-2016 23:10,0
850,89.18,37.0,46403.18,224.01,Public-key impactful neural-net,Rickymouth,Male,Nepal,26-04-2016 21:45,0
851,44.16,42.0,61690.93,133.42,Innovative interactive portal,Port Dennis,Male,Spain,25-05-2016 00:34,1
852,55.74,37.0,26130.93,124.34,Networked asymmetric infrastructure,Lake Michelle,Male,Hong Kong,11-02-2016 16:45,1
853,88.82,36.0,58638.75,169.1,Assimilated discrete strategy,East Johnport,Female,Slovakia (Slovak Republic),30-01-2016 00:05,0
854,70.39,32.0,47357.39,261.52,Phased 5thgeneration open system,Sabrinaview,Male,Cayman Islands,12-07-2016 10:56,0
855,59.05,52.0,50086.17,118.45,Upgradable logistical flexibility,Kristinfurt,Male,Uganda,23-04-2016 03:46,1
856,78.58,33.0,51772.58,250.11,Centralized user-facing service-desk,Chapmanland,Male,Vanuatu,16-04-2016 10:36,0
857,35.11,35.0,47638.3,158.03,Extended analyzing emulation,North Jonathan,Male,Anguilla,11-03-2016 13:07,1
858,60.39,45.0,38987.42,108.25,Front-line methodical utilization,Port Christina,Male,Switzerland,02-03-2016 15:39,1
859,81.56,26.0,51363.16,213.7,Open-source scalable protocol,Juanport,Male,Zimbabwe,13-07-2016 21:31,0
860,75.03,34.0,35764.49,255.57,Networked local secured line,East Mike,Female,Uruguay,29-05-2016 18:12,1
861,50.87,24.0,62939.5,190.41,Programmable empowering orchestration,North Angelatown,Female,Liberia,10-05-2016 17:13,1
862,82.8,30.0,58776.67,223.2,Enhanced systemic benchmark,West Steven,Male,Egypt,07-05-2016 08:39,0
863,78.51,25.0,59106.12,205.71,Focused web-enabled Graphical User Interface,Riggsstad,Male,Greece,17-01-2016 13:27,0
864,37.65,51.0,50457.01,161.29,Automated stable help-desk,Davidview,Male,Bahrain,09-03-2016 06:22,1
865,83.17,43.0,54251.78,244.4,Managed national hardware,Port Kevinborough,Male,Sri Lanka,05-04-2016 18:02,0
866,91.37,45.0,51920.49,182.65,Re-engineered composite moratorium,Lawsonshire,Male,Kazakhstan,01-04-2016 07:37,1
867,68.25,29.0,70324.8,220.08,Phased fault-tolerant definition,Wagnerchester,Female,Greenland,15-02-2016 16:18,0
868,81.32,25.0,52416.18,165.65,Pre-emptive next generation Internet solution,Daisymouth,Female,Moldova,08-03-2016 05:12,0
869,76.64,39.0,66217.31,241.5,Reverse-engineered web-enabled support,North Daniel,Male,Poland,09-02-2016 23:38,0
870,74.06,50.0,60938.73,246.29,Horizontal intermediate monitoring,Port Jacquelinestad,Male,Anguilla,17-06-2016 09:38,0
871,39.53,33.0,40243.82,142.21,Intuitive transitional artificial intelligence,New Teresa,Male,Central African Republic,01-06-2016 12:27,1
872,86.58,32.0,60151.77,195.93,Business-focused asynchronous budgetary management,Henryfort,Male,Mexico,26-02-2016 23:44,0
873,90.75,40.0,45945.88,216.5,Decentralized methodical capability,Lake Joseph,Female,Togo,11-03-2016 09:58,0
874,67.71,25.0,63430.33,225.76,Synergized intangible open system,Daviesborough,Male,Armenia,28-04-2016 02:55,0
875,82.41,36.0,65882.81,222.08,Stand-alone logistical service-desk,North Brandon,Female,Nicaragua,12-04-2016 04:22,0
876,45.82,27.0,64410.8,171.24,Expanded full-range synergy,Adamside,Male,Eritrea,10-02-2016 20:43,1
877,76.79,27.0,55677.12,235.94,Open-architected intangible strategy,Wademouth,Female,Canada,01-05-2016 23:21,0
878,70.05,33.0,75560.65,203.44,Diverse directional hardware,North Raymond,Female,Croatia,24-03-2016 17:48,0
879,72.19,32.0,61067.58,250.32,Balanced discrete approach,Randolphport,Male,Switzerland,22-04-2016 19:45,0
880,77.35,34.0,72330.57,167.26,Total bi-directional success,East Troyhaven,Female,Yemen,09-03-2016 12:10,0
881,40.34,29.0,32549.95,173.75,Object-based motivating instruction set,Clarkborough,Female,Tokelau,30-03-2016 05:29,1
882,67.39,44.0,51257.26,107.19,Realigned intermediate application,Josephberg,Female,Armenia,24-01-2016 13:41,1
883,68.68,34.0,77220.42,187.03,Sharable encompassing database,Lake Jenniferton,Male,Equatorial Guinea,15-07-2016 09:42,0
884,81.75,43.0,52520.75,249.45,Progressive 24/7 definition,Lake Jose,Female,Barbados,07-06-2016 05:41,0
885,66.03,22.0,59422.47,217.37,Pre-emptive next generation strategy,Ashleymouth,Female,American Samoa,31-05-2016 23:32,0
886,47.74,33.0,22456.04,154.93,Open-source 5thgeneration leverage,Henryland,Male,Saint Lucia,14-05-2016 14:49,1
887,79.18,31.0,58443.99,236.96,Open-source holistic productivity,Lake Danielle,Female,Algeria,10-01-2016 20:18,0
888,86.81,29.0,50820.74,199.62,Multi-channeled scalable moratorium,Joshuaburgh,Male,Turkmenistan,21-02-2016 16:57,0
889,41.53,42.0,67575.12,158.81,Optional tangible productivity,South Jeanneport,Female,Mayotte,23-05-2016 00:32,1
890,70.92,39.0,66522.79,249.81,Up-sized intangible circuit,New Nathan,Male,South Africa,21-07-2016 20:30,0
891,46.84,45.0,34903.67,123.22,Virtual homogeneous budgetary management,Jonesshire,Female,Macao,15-05-2016 18:44,1
892,44.4,53.0,43073.78,140.95,Phased zero-defect portal,Mariahview,Male,France,30-06-2016 00:43,1
893,52.17,44.0,57594.7,115.37,Optional modular throughput,New Julianberg,Male,Equatorial Guinea,24-02-2016 06:17,1
894,81.45,31.0,66027.31,205.84,Triple-buffered human-resource complexity,Randyshire,Male,Mali,30-05-2016 21:22,0
895,54.08,36.0,53012.94,111.02,Innovative cohesive pricing structure,Philipberg,Male,Mayotte,02-06-2016 04:14,1
896,76.65,31.0,61117.5,238.43,Function-based executive moderator,West Dennis,Female,Pakistan,18-04-2016 07:00,0
897,54.39,20.0,52563.22,171.9,Digitized content-based circuit,Richardshire,Male,Guadeloupe,29-02-2016 18:06,1
898,37.74,40.0,65773.49,190.95,Balanced uniform algorithm,Lake James,Female,Denmark,27-05-2016 12:45,1
899,69.86,25.0,50506.44,241.36,Triple-buffered foreground encryption,Austinborough,Female,New Zealand,12-01-2016 21:17,0
900,85.37,36.0,66262.59,194.56,Front-line system-worthy flexibility,Alexandrafort,Male,Netherlands Antilles,27-01-2016 17:08,0
901,36.37,35.0,47338.94,144.53,Quality-focused zero-defect data-warehouse,North Jessicaville,Male,Kiribati,10-06-2016 03:56,1
902,80.99,26.0,35521.88,207.53,Centralized clear-thinking Graphic Interface,Melissastad,Male,Belarus,10-06-2016 03:56,0
903,78.84,32.0,62430.55,235.29,Optimized 5thgeneration moratorium,Gonzalezburgh,Male,Taiwan,09-04-2016 09:26,0
904,77.36,41.0,49597.08,115.79,Fully-configurable asynchronous firmware,Port Jennifer,Female,El Salvador,26-02-2016 06:00,1
905,55.46,37.0,42078.89,108.1,Exclusive systematic algorithm,Chrismouth,Female,Taiwan,21-02-2016 23:07,1
906,35.66,45.0,46197.59,151.72,Exclusive cohesive intranet,Port Beth,Female,Peru,29-04-2016 14:08,1
907,50.78,51.0,49957.0,122.04,Vision-oriented asynchronous Internet solution,West David,Female,Liberia,11-02-2016 17:02,1
908,40.47,38.0,24078.93,203.9,Sharable 5thgeneration access,Fraziershire,Female,Burundi,22-07-2016 07:44,1
909,45.62,43.0,53647.81,121.28,Monitored homogeneous artificial intelligence,Robertfurt,Female,Macao,26-06-2016 02:34,1
